web-scraper-order;web-scraper-start-url;match;match-href;Bookmakers: 22;Bookie;Home;Draw;Away;date;Home_team;Away_team
1572688822-1461;https://www.betexplorer.com/soccer/italy/serie-a/results/;Bologna-Lazio;https://www.betexplorer.com/soccer/italy/serie-a/bologna-lazio/S8ctZNXB/;;;3.60;3.60;2.00;null;Bologna;Lazio
1572688610-160;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sampdoria-Lazio;https://www.betexplorer.com/soccer/italy/serie-a/sampdoria-lazio/KxcbTqr7/;;;3.60;3.30;2.06;null;Sampdoria;Lazio
1572688733-939;https://www.betexplorer.com/soccer/italy/serie-a/results/;Brescia-Juventus;https://www.betexplorer.com/soccer/italy/serie-a/brescia-juventus/C4m1NWX6/;;;7.25;4.00;1.50;null;Brescia;Juventus
1572688641-368;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lecce-Verona;https://www.betexplorer.com/soccer/italy/serie-a/lecce-verona/pjqO2pZP/;;;2.00;3.45;3.90;null;Lecce;Verona
1572688695-727;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-Brescia;https://www.betexplorer.com/soccer/italy/serie-a/udinese-brescia/fThdOCI0/;;;1.87;3.52;4.52;null;Udinese;Brescia
1572688780-1222;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lecce-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a/lecce-as-roma/E5X6KOII/;;;4.85;4.35;1.64;null;Lecce;AS Roma
1572688771-1153;https://www.betexplorer.com/soccer/italy/serie-a/results/;Juventus-Spal;https://www.betexplorer.com/soccer/italy/serie-a/juventus-spal/6uUbMpl6/;;;1.18;6.50;17.00;null;Juventus;Spal
1572688903-1979;https://www.betexplorer.com/soccer/italy/serie-a/results/;Parma-Verona;https://www.betexplorer.com/soccer/italy/serie-a/parma-verona/GWG1au3E/;;;2.70;3.10;2.75;null;Parma;Verona
1572688805-1345;https://www.betexplorer.com/soccer/italy/serie-a/results/;Spal-Parma;https://www.betexplorer.com/soccer/italy/serie-a/spal-parma/xtt4l3Xb/;;;2.60;3.10;2.70;null;Spal;Parma
1572688600-101;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a/udinese-ac-milan/bJhlj7kK/;;;4.10;3.30;2.05;null;Udinese;AC Milan
1572688702-751;https://www.betexplorer.com/soccer/italy/serie-a/results/;AC Milan-Inter;https://www.betexplorer.com/soccer/italy/serie-a/ac-milan-inter/8CjpREYs/;;;3.60;3.30;2.17;null;AC Milan;Inter
1572688855-1661;https://www.betexplorer.com/soccer/italy/serie-a/results/;Parma-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/parma-genoa/vN7zmBDi/;;;2.63;3.10;2.75;null;Parma;Genoa
1572688910-2025;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a/udinese-as-roma/Uwcxgwtr/;;;3.60;3.30;1.90;null;Udinese;AS Roma
1572688843-1589;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-Torino;https://www.betexplorer.com/soccer/italy/serie-a/udinese-torino/UB0mp9cA/;;;2.93;3.15;2.61;null;Udinese;Torino
1572688913-2034;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sassuolo-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a/sassuolo-fiorentina/OdK9cJXQ/;;;3.10;3.38;2.31;null;Sassuolo;Fiorentina
1572688863-1697;https://www.betexplorer.com/soccer/italy/serie-a/results/;AC Milan-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/ac-milan-lecce/x4Ojuafo/;;;1.36;4.80;7.00;null;AC Milan;Lecce
1572688622-239;https://www.betexplorer.com/soccer/italy/serie-a/results/;Inter-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/inter-lecce/Um4oWobl/;;;1.25;6.20;12.00;null;Inter;Lecce
1572688695-718;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-Brescia;https://www.betexplorer.com/soccer/italy/serie-a/udinese-brescia/fThdOCI0/;;;1.88;3.50;4.33;null;Udinese;Brescia
1572688684-645;https://www.betexplorer.com/soccer/italy/serie-a/results/;AS Roma-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a/as-roma-sassuolo/xlpYAsRn/;;;1.53;4.43;5.21;null;AS Roma;Sassuolo
1572688876-1786;https://www.betexplorer.com/soccer/italy/serie-a/results/;Inter-Parma;https://www.betexplorer.com/soccer/italy/serie-a/inter-parma/2N3Fmr42/;;;1.30;5.60;11.00;null;Inter;Parma
1572688593-64;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Napoli;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-napoli/b1sElfEF/;;;4.20;3.65;1.86;null;Fiorentina;Napoli
1572688840-1570;https://www.betexplorer.com/soccer/italy/serie-a/results/;Juventus-Bologna;https://www.betexplorer.com/soccer/italy/serie-a/juventus-bologna/6LXKpLWN/;;;1.35;4.75;8.50;null;Juventus;Bologna
1572688798-1309;https://www.betexplorer.com/soccer/italy/serie-a/results/;Parma-Torino;https://www.betexplorer.com/soccer/italy/serie-a/parma-torino/WM1LwnJt/;;;3.20;3.00;2.38;null;Parma;Torino
1572688597-75;https://www.betexplorer.com/soccer/italy/serie-a/results/;Verona-Bologna;https://www.betexplorer.com/soccer/italy/serie-a/verona-bologna/jc5sXRrr/;;;3.85;3.42;2.01;null;Verona;Bologna
1572688920-2075;https://www.betexplorer.com/soccer/italy/serie-a/results/;Napoli-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a/napoli-atalanta/xtIc0Lm8/;;;2.17;3.60;3.05;null;Napoli;Atalanta
1572688903-1972;https://www.betexplorer.com/soccer/italy/serie-a/results/;Parma-Verona;https://www.betexplorer.com/soccer/italy/serie-a/parma-verona/GWG1au3E/;;;2.80;3.00;2.80;null;Parma;Verona
1572688836-1555;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lazio-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a/lazio-atalanta/zexPqunU/;;;2.20;3.50;3.10;null;Lazio;Atalanta
1572688641-356;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lecce-Verona;https://www.betexplorer.com/soccer/italy/serie-a/lecce-verona/pjqO2pZP/;;;2.08;3.40;3.75;null;Lecce;Verona
1572688876-1785;https://www.betexplorer.com/soccer/italy/serie-a/results/;Inter-Parma;https://www.betexplorer.com/soccer/italy/serie-a/inter-parma/2N3Fmr42/;;;1.27;5.45;9.50;null;Inter;Parma
1572688750-1049;https://www.betexplorer.com/soccer/italy/serie-a/results/;Genoa-Bologna;https://www.betexplorer.com/soccer/italy/serie-a/genoa-bologna/4bzmozQD/;;;2.40;3.50;2.90;null;Genoa;Bologna
1572688600-102;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a/udinese-ac-milan/bJhlj7kK/;;;4.00;3.30;2.00;null;Udinese;AC Milan
1572688910-2018;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a/udinese-as-roma/Uwcxgwtr/;;;3.80;3.50;2.00;null;Udinese;AS Roma
1572688687-663;https://www.betexplorer.com/soccer/italy/serie-a/results/;Torino-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/torino-lecce/YFws9Lea/;;;1.43;4.70;7.80;null;Torino;Lecce
1572688920-2076;https://www.betexplorer.com/soccer/italy/serie-a/results/;Napoli-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a/napoli-atalanta/xtIc0Lm8/;;;2.14;3.62;3.07;null;Napoli;Atalanta
1572688658-484;https://www.betexplorer.com/soccer/italy/serie-a/results/;Napoli-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a/napoli-sampdoria/tIb2G33P/;;;1.25;5.50;9.00;null;Napoli;Sampdoria
1572688743-993;https://www.betexplorer.com/soccer/italy/serie-a/results/;Napoli-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a/napoli-cagliari/06FNvY2s/;;;1.16;8.30;17.00;null;Napoli;Cagliari
1572688833-1535;https://www.betexplorer.com/soccer/italy/serie-a/results/;Napoli-Verona;https://www.betexplorer.com/soccer/italy/serie-a/napoli-verona/txkXmibo/;;;1.22;6.55;11.75;null;Napoli;Verona
1572688739-982;https://www.betexplorer.com/soccer/italy/serie-a/results/;Parma-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a/parma-sassuolo/UuKRwhIm/;;;2.75;3.30;2.60;null;Parma;Sassuolo
1572688876-1800;https://www.betexplorer.com/soccer/italy/serie-a/results/;Inter-Parma;https://www.betexplorer.com/soccer/italy/serie-a/inter-parma/2N3Fmr42/;;;1.30;5.50;9.60;null;Inter;Parma
1572688754-1077;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-sampdoria/jen5MjmD/;;;1.55;4.20;5.80;null;Fiorentina;Sampdoria
1572688762-1095;https://www.betexplorer.com/soccer/italy/serie-a/results/;Torino-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a/torino-ac-milan/4bCvyj26/;;;2.60;3.05;2.90;null;Torino;AC Milan
1572688903-1982;https://www.betexplorer.com/soccer/italy/serie-a/results/;Parma-Verona;https://www.betexplorer.com/soccer/italy/serie-a/parma-verona/GWG1au3E/;;;2.73;3.09;2.86;null;Parma;Verona
1572688698-734;https://www.betexplorer.com/soccer/italy/serie-a/results/;Juventus-Verona;https://www.betexplorer.com/soccer/italy/serie-a/juventus-verona/GEF9XGeE/;;;1.22;6.50;13.00;null;Juventus;Verona
1572688809-1367;https://www.betexplorer.com/soccer/italy/serie-a/results/;Genoa-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a/genoa-ac-milan/2RkgWLHU/;;;2.85;3.10;2.50;null;Genoa;AC Milan
1572688923-2106;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lazio-Torino;https://www.betexplorer.com/soccer/italy/serie-a/lazio-torino/O0zBxIe1/;;;1.57;4.20;5.75;null;Lazio;Torino
1572688879-1827;https://www.betexplorer.com/soccer/italy/serie-a/results/;Genoa-Brescia;https://www.betexplorer.com/soccer/italy/serie-a/genoa-brescia/dQGTPvCe/;;;1.85;3.50;3.60;null;Genoa;Brescia
1572688847-1628;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sassuolo-Inter;https://www.betexplorer.com/soccer/italy/serie-a/sassuolo-inter/Cz6rokr4/;;;5.50;3.75;1.63;null;Sassuolo;Inter
1572688726-883;https://www.betexplorer.com/soccer/italy/serie-a/results/;Atalanta-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a/atalanta-fiorentina/KnnLQpN1/;;;2.20;3.40;3.40;null;Atalanta;Fiorentina
1572688916-2060;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sampdoria-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/sampdoria-lecce/p6L5baIK/;;;1.67;3.80;5.40;null;Sampdoria;Lecce
1572688765-1109;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sassuolo-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a/sassuolo-atalanta/xK4TyQmg/;;;4.20;3.80;1.70;null;Sassuolo;Atalanta
1572688614-178;https://www.betexplorer.com/soccer/italy/serie-a/results/;Cagliari-Brescia;https://www.betexplorer.com/soccer/italy/serie-a/cagliari-brescia/pbwAkza9/;;;1.77;3.50;4.55;null;Cagliari;Brescia
1572688709-801;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sampdoria-Torino;https://www.betexplorer.com/soccer/italy/serie-a/sampdoria-torino/MFflQYml/;;;2.81;3.40;2.50;null;Sampdoria;Torino
1572688754-1078;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-sampdoria/jen5MjmD/;;;1.55;3.90;4.50;null;Fiorentina;Sampdoria
1572688866-1728;https://www.betexplorer.com/soccer/italy/serie-a/results/;Brescia-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a/brescia-fiorentina/p6qCns2B/;;;4.50;3.90;1.76;null;Brescia;Fiorentina
1572688789-1271;https://www.betexplorer.com/soccer/italy/serie-a/results/;Cagliari-Verona;https://www.betexplorer.com/soccer/italy/serie-a/cagliari-verona/OGvfNQYa/;;;2.20;3.20;3.55;null;Cagliari;Verona
1572688661-506;https://www.betexplorer.com/soccer/italy/serie-a/results/;Inter-Udinese;https://www.betexplorer.com/soccer/italy/serie-a/inter-udinese/40FJiKQO/;;;1.30;4.75;7.75;null;Inter;Udinese
1572688929-2137;https://www.betexplorer.com/soccer/italy/serie-a/results/;Cagliari-Bologna;https://www.betexplorer.com/soccer/italy/serie-a/cagliari-bologna/jmx3vvRl/;;;2.55;3.20;2.70;null;Cagliari;Bologna
1572688610-176;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sampdoria-Lazio;https://www.betexplorer.com/soccer/italy/serie-a/sampdoria-lazio/KxcbTqr7/;;;3.50;3.10;2.00;null;Sampdoria;Lazio
1572688754-1059;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-sampdoria/jen5MjmD/;;;1.62;4.25;5.40;null;Fiorentina;Sampdoria
1572688641-375;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lecce-Verona;https://www.betexplorer.com/soccer/italy/serie-a/lecce-verona/pjqO2pZP/;;;2.05;3.42;3.85;null;Lecce;Verona
1572688625-250;https://www.betexplorer.com/soccer/italy/serie-a/results/;Bologna-Spal;https://www.betexplorer.com/soccer/italy/serie-a/bologna-spal/KjxXsqc0/;;;1.75;3.50;4.75;null;Bologna;Spal
1572688622-228;https://www.betexplorer.com/soccer/italy/serie-a/results/;Inter-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/inter-lecce/Um4oWobl/;;;1.22;6.00;13.00;null;Inter;Lecce
1572688822-1466;https://www.betexplorer.com/soccer/italy/serie-a/results/;Bologna-Lazio;https://www.betexplorer.com/soccer/italy/serie-a/bologna-lazio/S8ctZNXB/;;;3.75;3.40;2.05;null;Bologna;Lazio
1572688879-1822;https://www.betexplorer.com/soccer/italy/serie-a/results/;Genoa-Brescia;https://www.betexplorer.com/soccer/italy/serie-a/genoa-brescia/dQGTPvCe/;;;1.97;3.60;3.75;null;Genoa;Brescia
1572688718-860;https://www.betexplorer.com/soccer/italy/serie-a/results/;Bologna-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a/bologna-as-roma/YkjPP4x8/;;;2.60;3.55;2.45;null;Bologna;AS Roma
1572688780-1220;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lecce-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a/lecce-as-roma/E5X6KOII/;;;4.87;4.30;1.63;null;Lecce;AS Roma
1572688768-1138;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sampdoria-Inter;https://www.betexplorer.com/soccer/italy/serie-a/sampdoria-inter/Qq1Px6Yn/;;;5.00;3.80;1.70;null;Sampdoria;Inter
1572688610-168;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sampdoria-Lazio;https://www.betexplorer.com/soccer/italy/serie-a/sampdoria-lazio/KxcbTqr7/;;;3.60;3.50;2.05;null;Sampdoria;Lazio
1572688619-204;https://www.betexplorer.com/soccer/italy/serie-a/results/;AS Roma-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/as-roma-genoa/QFcfUPS0/;;;1.63;3.70;5.50;null;AS Roma;Genoa
1572688819-1442;https://www.betexplorer.com/soccer/italy/serie-a/results/;Fiorentina-Udinese;https://www.betexplorer.com/soccer/italy/serie-a/fiorentina-udinese/lOokX12O/;;;1.54;4.30;6.15;null;Fiorentina;Udinese
1572688625-258;https://www.betexplorer.com/soccer/italy/serie-a/results/;Bologna-Spal;https://www.betexplorer.com/soccer/italy/serie-a/bologna-spal/KjxXsqc0/;;;1.83;3.50;4.65;null;Bologna;Spal
1572688671-555;https://www.betexplorer.com/soccer/italy/serie-a/results/;Spal-Lazio;https://www.betexplorer.com/soccer/italy/serie-a/spal-lazio/jilxA1tg/;;;6.80;4.08;1.56;null;Spal;Lazio
1572688765-1114;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sassuolo-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a/sassuolo-atalanta/xK4TyQmg/;;;3.75;4.10;1.80;null;Sassuolo;Atalanta
1572688926-2117;https://www.betexplorer.com/soccer/italy/serie-a/results/;Juventus-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/juventus-genoa/Uwy7wbte/;;;1.23;6.60;13.00;null;Juventus;Genoa
1572688798-1307;https://www.betexplorer.com/soccer/italy/serie-a/results/;Parma-Torino;https://www.betexplorer.com/soccer/italy/serie-a/parma-torino/WM1LwnJt/;;;3.20;3.20;2.35;null;Parma;Torino
1572688610-171;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sampdoria-Lazio;https://www.betexplorer.com/soccer/italy/serie-a/sampdoria-lazio/KxcbTqr7/;;;3.40;3.50;2.10;null;Sampdoria;Lazio
1572688614-189;https://www.betexplorer.com/soccer/italy/serie-a/results/;Cagliari-Brescia;https://www.betexplorer.com/soccer/italy/serie-a/cagliari-brescia/pbwAkza9/;;;1.80;3.50;5.20;null;Cagliari;Brescia
1572688833-1526;https://www.betexplorer.com/soccer/italy/serie-a/results/;Napoli-Verona;https://www.betexplorer.com/soccer/italy/serie-a/napoli-verona/txkXmibo/;;;1.24;5.93;10.74;null;Napoli;Verona
1572688655-452;https://www.betexplorer.com/soccer/italy/serie-a/results/;Atalanta-Torino;https://www.betexplorer.com/soccer/italy/serie-a/atalanta-torino/QTxTrPsf/;;;1.58;4.25;5.30;null;Atalanta;Torino
1572688784-1253;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lazio-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/lazio-genoa/KrY2L43C/;;;1.36;5.10;7.50;null;Lazio;Genoa
1572688812-1404;https://www.betexplorer.com/soccer/italy/serie-a/results/;Torino-Napoli;https://www.betexplorer.com/soccer/italy/serie-a/torino-napoli/W2u8mNn5/;;;3.75;3.75;1.93;null;Torino;Napoli
1572688765-1123;https://www.betexplorer.com/soccer/italy/serie-a/results/;Sassuolo-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a/sassuolo-atalanta/xK4TyQmg/;;;3.75;4.00;1.70;null;Sassuolo;Atalanta
1572688876-1803;https://www.betexplorer.com/soccer/italy/serie-a/results/;Inter-Parma;https://www.betexplorer.com/soccer/italy/serie-a/inter-parma/2N3Fmr42/;;;1.28;5.60;11.00;null;Inter;Parma
1572688777-1202;https://www.betexplorer.com/soccer/italy/serie-a/results/;Napoli-Brescia;https://www.betexplorer.com/soccer/italy/serie-a/napoli-brescia/UDFgrSAP/;;;1.20;7.00;11.00;null;Napoli;Brescia
1572688840-1582;https://www.betexplorer.com/soccer/italy/serie-a/results/;Juventus-Bologna;https://www.betexplorer.com/soccer/italy/serie-a/juventus-bologna/6LXKpLWN/;;;1.33;5.40;9.50;null;Juventus;Bologna
1572688932-2164;https://www.betexplorer.com/soccer/italy/serie-a/results/;AC Milan-Spal;https://www.betexplorer.com/soccer/italy/serie-a/ac-milan-spal/zyvFyxB7/;;;1.60;3.82;5.49;null;AC Milan;Spal
1572688822-1459;https://www.betexplorer.com/soccer/italy/serie-a/results/;Bologna-Lazio;https://www.betexplorer.com/soccer/italy/serie-a/bologna-lazio/S8ctZNXB/;;;3.35;3.55;2.06;null;Bologna;Lazio
1572688658-472;https://www.betexplorer.com/soccer/italy/serie-a/results/;Napoli-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a/napoli-sampdoria/tIb2G33P/;;;1.25;5.50;9.50;null;Napoli;Sampdoria
1572688836-1543;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lazio-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a/lazio-atalanta/zexPqunU/;;;2.15;3.45;3.10;null;Lazio;Atalanta
1572688695-722;https://www.betexplorer.com/soccer/italy/serie-a/results/;Udinese-Brescia;https://www.betexplorer.com/soccer/italy/serie-a/udinese-brescia/fThdOCI0/;;;1.87;3.60;4.60;null;Udinese;Brescia
1572688729-909;https://www.betexplorer.com/soccer/italy/serie-a/results/;Verona-Udinese;https://www.betexplorer.com/soccer/italy/serie-a/verona-udinese/GYwipfuK/;;;2.42;3.04;3.04;null;Verona;Udinese
1572688826-1481;https://www.betexplorer.com/soccer/italy/serie-a/results/;Atalanta-Lecce;https://www.betexplorer.com/soccer/italy/serie-a/atalanta-lecce/bZhxz4I5/;;;1.18;7.00;13.00;null;Atalanta;Lecce
1572688822-1467;https://www.betexplorer.com/soccer/italy/serie-a/results/;Bologna-Lazio;https://www.betexplorer.com/soccer/italy/serie-a/bologna-lazio/S8ctZNXB/;;;3.50;3.60;2.05;null;Bologna;Lazio
1572688816-1427;https://www.betexplorer.com/soccer/italy/serie-a/results/;Inter-Juventus;https://www.betexplorer.com/soccer/italy/serie-a/inter-juventus/IwQ2jP2n/;;;2.85;3.09;2.81;null;Inter;Juventus
1572688619-218;https://www.betexplorer.com/soccer/italy/serie-a/results/;AS Roma-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/as-roma-genoa/QFcfUPS0/;;;1.63;3.75;5.60;null;AS Roma;Genoa
1572688712-833;https://www.betexplorer.com/soccer/italy/serie-a/results/;Lecce-Napoli;https://www.betexplorer.com/soccer/italy/serie-a/lecce-napoli/2VDHVfQQ/;;;7.00;4.80;1.45;null;Lecce;Napoli
1572688929-2157;https://www.betexplorer.com/soccer/italy/serie-a/results/;Cagliari-Bologna;https://www.betexplorer.com/soccer/italy/serie-a/cagliari-bologna/jmx3vvRl/;;;2.65;3.10;2.40;null;Cagliari;Bologna
1572688597-86;https://www.betexplorer.com/soccer/italy/serie-a/results/;Verona-Bologna;https://www.betexplorer.com/soccer/italy/serie-a/verona-bologna/jc5sXRrr/;;;3.80;3.25;2.08;null;Verona;Bologna
1572688829-1520;https://www.betexplorer.com/soccer/italy/serie-a/results/;AS Roma-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a/as-roma-cagliari/bks0kqIh/;;;1.38;5.28;8.60;null;AS Roma;Cagliari
1572688833-1524;https://www.betexplorer.com/soccer/italy/serie-a/results/;Napoli-Verona;https://www.betexplorer.com/soccer/italy/serie-a/napoli-verona/txkXmibo/;;;1.24;6.60;13.00;null;Napoli;Verona
1572688855-1656;https://www.betexplorer.com/soccer/italy/serie-a/results/;Parma-Genoa;https://www.betexplorer.com/soccer/italy/serie-a/parma-genoa/vN7zmBDi/;;;2.74;3.24;2.79;null;Parma;Genoa
