web-scraper-order;web-scraper-start-url;match;match-href;Bookmakers: 22;Bookie;Home;Draw;Away;Home_team;Away_team
1572690670-8351;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Sampdoria-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/sampdoria-ac-milan/AF5CeBli/;;;3.10;3.20;2.40;Sampdoria;AC Milan
1572690793-9147;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Atalanta-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/atalanta-empoli/bwTMceG6/;;;1.35;5.20;8.50;Atalanta;Empoli
1572689928-3757;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Udinese-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/udinese-juventus/W4h3qnqq/;;;9.50;5.00;1.25;Udinese;Juventus
1572690687-8469;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Fiorentina-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/fiorentina-torino/ltZKiTmG/;;;2.22;3.23;3.57;Fiorentina;Torino
1572690709-8605;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Genoa-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/genoa-inter/GjJapotj/;;;4.74;3.42;1.85;Genoa;Inter
1572690673-8372;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Juventus-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/juventus-empoli/xSzbxllT/;;;1.29;5.50;11.00;Juventus;Empoli
1572689958-3939;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Udinese-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/udinese-napoli/Yemnqwk0/;;;6.25;3.95;1.56;Udinese;Napoli
1572690088-4624;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Torino-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/torino-parma/Cf6FzC14/;null;null;1.48;4.10;7.50;Torino;Parma
1572690144-5009;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Bologna-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/bologna-fiorentina/Y9fOYkWG/;;;3.10;3.15;2.45;Bologna;Fiorentina
1572689891-3471;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Empoli-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/empoli-ac-milan/SYE6SBho/;;;4.55;3.65;1.80;Empoli;AC Milan
1572690405-6719;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Bologna-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/bologna-frosinone/OSpCrAhC/;;;1.66;3.65;5.95;Bologna;Frosinone
1572690581-7755;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Torino-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/torino-chievo/CKclUDYf/;null;null;1.57;3.80;7.50;Torino;Chievo
1572690225-5531;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Spal-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/spal-chievo/IH2Sjq9a/;;;2.03;3.20;4.10;Spal;Chievo
1572689752-2601;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Bologna-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/bologna-inter/K6KV96tk/;;;4.50;3.25;1.90;Bologna;Inter
1572689841-3156;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Lazio-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/lazio-genoa/hhrBwx1n/;;;1.48;4.25;7.55;Lazio;Genoa
1572689814-2970;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AS Roma-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/as-roma-chievo/GEu9t5HQ/;;;1.22;6.60;12.25;AS Roma;Chievo
1572690866-9550;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Juventus-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/juventus-torino/KOsjkUSA/;;;1.58;3.90;6.50;Juventus;Torino
1572690850-9438;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Sampdoria-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/sampdoria-lazio/xOpnLkEU/;;;3.05;3.35;2.20;Sampdoria;Lazio
1572690800-9155;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Udinese-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/udinese-sassuolo/OfiJRZUn/;null;null;2.27;3.32;3.32;Udinese;Sassuolo
1572690741-8842;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Napoli-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/napoli-genoa/UaWodru2/;;;1.25;5.00;11.00;Napoli;Genoa
1572689821-3009;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Sampdoria-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/sampdoria-fiorentina/4GVErUsj/;;;2.80;3.30;2.55;Sampdoria;Fiorentina
1572690962-10190;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Lazio-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/lazio-bologna/QqXeT7Nl/;;;2.45;2.88;3.25;Lazio;Bologna
1572690597-7867;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Juventus-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/juventus-udinese/GhK3SCK4/;;;1.40;4.60;8.25;Juventus;Udinese
1572690856-9499;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Chievo-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/chievo-parma/ABF0vDEh/;null;null;2.85;2.99;2.74;Chievo;Parma
1572689824-3054;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Sassuolo-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/sassuolo-empoli/zyzSZg0B/;;;2.12;3.33;3.76;Sassuolo;Empoli
1572690091-4648;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Spal-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/spal-cagliari/0K2Byhnb/;;;2.65;3.10;2.90;Spal;Cagliari
1572690526-7406;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Empoli-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/empoli-sassuolo/Q7ywOxCL/;;;2.55;3.30;2.75;Empoli;Sassuolo
1572690108-4767;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Atalanta-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/atalanta-inter/K0sxNhX4/;;;2.75;3.40;2.50;Atalanta;Inter
1572690395-6655;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Parma-Spal;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/parma-spal/GGMxaVxg/;;;2.38;3.00;3.60;Parma;Spal
1572689796-2857;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Udinese-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/udinese-torino/Wvovyqul/;;;2.75;3.15;2.70;Udinese;Torino
1572690284-5919;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Torino-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/torino-empoli/Yohk2XDS/;;;1.78;3.55;4.85;Torino;Empoli
1572690558-7609;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Chievo-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/chievo-genoa/YDAMFEJ1/;;;3.20;3.00;2.45;Chievo;Genoa
1572690320-6131;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Udinese-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/udinese-cagliari/dO7bAU5k/;;;2.45;3.05;3.15;Udinese;Cagliari
1572690869-9575;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Udinese-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/udinese-inter/jqjZhCTo/;;;4.89;3.76;1.67;Udinese;Inter
1572689946-3849;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Lazio-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/lazio-fiorentina/MVIJiAy3/;;;1.70;3.50;4.33;Lazio;Fiorentina
1572690255-5731;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Sassuolo-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/sassuolo-torino/j3v3jzFG/;;;2.63;3.00;3.10;Sassuolo;Torino
1572690712-8638;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Frosinone-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/frosinone-parma/2qaf6S29/;;;2.00;3.20;4.05;Frosinone;Parma
1572690365-6438;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Napoli-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/napoli-lazio/4IUxUAwJ/;;;2.10;3.30;3.65;Napoli;Lazio
1572690938-10032;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Genoa-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/genoa-cagliari/vmy0SRxe/;null;null;1.51;4.00;5.95;Genoa;Cagliari
1572690359-6401;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AS Roma-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/as-roma-torino/xCr0oC8g/;;;1.62;4.14;5.75;AS Roma;Torino
1572689955-3908;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AC Milan-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/ac-milan-chievo/v7DOjUj9/;;;1.20;6.50;13.00;AC Milan;Chievo
1572690440-6901;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Inter-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/inter-bologna/65FkdTMB/;;;1.40;4.80;7.60;Inter;Bologna
1572690212-5435;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Empoli-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/empoli-bologna/Y5x9tvUf/;;;2.10;3.25;3.70;Empoli;Bologna
1572690750-8900;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Fiorentina-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/fiorentina-frosinone/j9XscOPe/;;;1.43;4.50;7.50;Fiorentina;Frosinone
1572689958-3941;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Udinese-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/udinese-napoli/Yemnqwk0/;;;5.20;4.00;1.50;Udinese;Napoli
1572690288-5961;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Spal-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/spal-udinese/QLho3DbM/;;;2.29;3.04;3.61;Spal;Udinese
1572690575-7709;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AC Milan-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/ac-milan-sassuolo/f75LSLEm/;;;1.63;3.90;5.65;AC Milan;Sassuolo
1572690981-10265;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Torino-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/torino-lazio/8t8kwqiD/;;;2.40;3.40;2.95;Torino;Lazio
1572690219-5480;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Torino-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/torino-juventus/Cv2Wk3O5/;;;6.70;3.70;1.60;Torino;Juventus
1572690409-6749;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Atalanta-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/atalanta-as-roma/xQNYaBNn/;;;2.02;3.80;3.45;Atalanta;AS Roma
1572690561-7624;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Bologna-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/bologna-juventus/0K28wIB8/;;;7.00;3.80;1.55;Bologna;Juventus
1572691005-10424;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AS Roma-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/as-roma-parma/d2pt06bQ/;;;1.16;8.00;15.00;AS Roma;Parma
1572690786-9123;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Fiorentina-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/fiorentina-bologna/2BZDaHof/;null;null;2.10;3.40;3.50;Fiorentina;Bologna
1572690866-9564;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Juventus-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/juventus-torino/KOsjkUSA/;;;1.59;4.04;6.49;Juventus;Torino
1572690847-9426;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Spal-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/spal-genoa/4AnvNBqI/;null;null;3.00;2.90;2.60;Spal;Genoa
1572689800-2874;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Juventus-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/juventus-sassuolo/fai0rRnE/;;;1.22;6.90;13.50;Juventus;Sassuolo
1572690670-8344;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Sampdoria-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/sampdoria-ac-milan/AF5CeBli/;;;3.10;3.20;2.40;Sampdoria;AC Milan
1572690084-4604;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Frosinone-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/frosinone-fiorentina/fJZlKjHN/;;;5.23;3.61;1.79;Frosinone;Fiorentina
1572689800-2877;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Juventus-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/juventus-sassuolo/fai0rRnE/;;;1.20;6.50;13.00;Juventus;Sassuolo
1572690377-6515;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Juventus-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/juventus-chievo/dhRUVW86/;;;1.11;9.00;26.00;Juventus;Chievo
1572690392-6638;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Torino-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/torino-inter/KfvLtlNO/;;;3.46;3.23;2.34;Torino;Inter
1572689674-2228;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Torino-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/torino-as-roma/KOD16XZd/;;;3.50;3.40;2.12;Torino;AS Roma
1572690885-9682;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Lazio-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/lazio-atalanta/pU7DyBbB/;;;2.44;3.55;2.83;Lazio;Atalanta
1572690245-5666;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Atalanta-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/atalanta-lazio/2ojehyT6/;;;2.05;3.50;3.60;Atalanta;Lazio
1572690957-10168;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AC Milan-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/ac-milan-frosinone/02P8Q577/;;;1.16;7.50;16.00;AC Milan;Frosinone
1572689827-3059;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Sampdoria-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/sampdoria-inter/MXVNzzo5/;;;3.90;3.45;1.94;Sampdoria;Inter
1572689851-3232;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Bologna-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/bologna-as-roma/6cwiYtP6/;;;5.50;3.75;1.62;Bologna;AS Roma
1572689915-3666;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Chievo-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/chievo-torino/zavptVMp/;null;null;3.75;3.10;1.90;Chievo;Torino
1572690205-5402;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Parma-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/parma-chievo/dp7C0aLQ/;;;2.25;3.10;3.50;Parma;Chievo
1572690314-6082;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Atalanta-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/atalanta-juventus/p2XBlEqT/;;;4.60;3.30;1.87;Atalanta;Juventus
1572690327-6180;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Parma-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/parma-as-roma/CjWRFjrS/;;;5.00;3.90;1.55;Parma;AS Roma
1572690603-7903;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Chievo-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/chievo-ac-milan/Y9SnWfLu/;;;5.28;3.46;1.69;Chievo;AC Milan
1572689679-2256;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Sassuolo-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/sassuolo-inter/r7UIslcd/;;;5.00;3.80;1.70;Sassuolo;Inter
1572690606-7931;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Sassuolo-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/sassuolo-napoli/nDWjVEzn/;;;6.50;4.10;1.57;Sassuolo;Napoli
1572689670-2206;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Chievo-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/chievo-juventus/AeBU3vEb/;;;17.50;6.20;1.21;Chievo;Juventus
1572690144-5006;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Bologna-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/bologna-fiorentina/Y9fOYkWG/;;;3.20;3.10;2.40;Bologna;Fiorentina
1572690428-6821;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Empoli-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/empoli-chievo/K8JgemxI/;;;1.86;3.50;4.40;Empoli;Chievo
1572689949-3866;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Genoa-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/genoa-parma/ruKFhjMd/;;;1.80;3.60;4.50;Genoa;Parma
1572689814-2967;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AS Roma-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/as-roma-chievo/GEu9t5HQ/;;;1.21;6.40;12.00;AS Roma;Chievo
1572690885-9686;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Lazio-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/lazio-atalanta/pU7DyBbB/;;;2.40;3.60;2.87;Lazio;Atalanta
1572690754-8927;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Cagliari-Spal;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/cagliari-spal/Ucy61wHs/;;;2.16;3.00;3.90;Cagliari;Spal
1572690222-5516;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Inter-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/inter-udinese/raAFgoPt/;;;1.34;5.36;10.14;Inter;Udinese
1572690813-9247;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Inter-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/inter-as-roma/4AAnXe7P/;;;1.89;3.90;4.10;Inter;AS Roma
1572689891-3472;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Empoli-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/empoli-ac-milan/SYE6SBho/;;;5.05;3.66;1.76;Empoli;AC Milan
1572689925-3729;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Torino-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/torino-frosinone/QNFzlSzS/;;;1.40;4.00;8.50;Torino;Frosinone
1572689745-2562;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AC Milan-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/ac-milan-as-roma/8S0QVm38/;;;2.40;3.40;2.95;AC Milan;AS Roma
1572689851-3227;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Bologna-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/bologna-as-roma/6cwiYtP6/;;;5.75;3.90;1.67;Bologna;AS Roma
1572690813-9252;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Inter-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/inter-as-roma/4AAnXe7P/;;;1.85;3.60;4.20;Inter;AS Roma
1572689968-4007;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Parma-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/parma-lazio/r7fZou5s/;;;5.80;4.10;1.58;Parma;Lazio
1572690081-4567;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Bologna-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/bologna-atalanta/vTpYhEIO/;;;5.55;4.04;1.63;Bologna;Atalanta
1572690010-4199;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Spal-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/spal-frosinone/hCrMeGY5/;;;1.72;3.54;5.60;Spal;Frosinone
1572690219-5499;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Torino-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/torino-juventus/Cv2Wk3O5/;;;7.27;3.71;1.60;Torino;Juventus
1572690898-9768;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Fiorentina-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/fiorentina-ac-milan/2oSGxC02/;;;2.85;3.25;2.40;Fiorentina;AC Milan
1572690581-7759;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Torino-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/torino-chievo/CKclUDYf/;null;null;1.50;4.00;7.30;Torino;Chievo
1572690803-9176;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Parma-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/parma-ac-milan/j7M48CUO/;null;null;5.40;3.80;1.69;Parma;AC Milan
1572690640-8152;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Sassuolo-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/sassuolo-sampdoria/8nqstWl4/;;;2.38;3.20;3.10;Sassuolo;Sampdoria
1572689946-3846;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Lazio-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/lazio-fiorentina/MVIJiAy3/;;;1.79;3.70;4.50;Lazio;Fiorentina
1572690299-6026;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Frosinone-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/frosinone-ac-milan/dt1U6eac/;;;6.00;3.60;1.50;Frosinone;AC Milan
1572690074-4543;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Chievo-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/chievo-sassuolo/tYOGHceP/;;;3.80;3.40;2.07;Chievo;Sassuolo
1572690138-4968;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Genoa-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/genoa-sampdoria/MXB0F1Ve/;;;2.75;3.15;2.65;Genoa;Sampdoria
1572689807-2928;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Empoli-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/empoli-lazio/WQ55MqQf/;;;4.80;4.00;1.70;Empoli;Lazio
1572690549-7564;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Parma-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/parma-napoli/vB1CxxRE/;;;10.00;5.00;1.33;Parma;Napoli
1572690249-5686;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Bologna-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/bologna-ac-milan/d8kaierD/;;;4.20;3.30;1.94;Bologna;AC Milan
1572690281-5898;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AC Milan-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/ac-milan-fiorentina/4nxigxVc/;;;2.20;3.25;3.60;AC Milan;Fiorentina
1572690793-9133;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Atalanta-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/atalanta-empoli/bwTMceG6/;;;1.29;5.30;12.00;Atalanta;Empoli
1572690281-5916;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AC Milan-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/ac-milan-fiorentina/4nxigxVc/;;;2.15;3.10;3.20;AC Milan;Fiorentina
1572690856-9503;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Chievo-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/chievo-parma/ABF0vDEh/;null;null;2.95;3.14;2.60;Chievo;Parma
1572690764-8994;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;AS Roma-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/as-roma-udinese/pl4iDzGg/;;;1.60;3.95;5.80;AS Roma;Udinese
1572690503-7256;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Cagliari-Parma;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/cagliari-parma/hfwVPbs9/;;;1.97;3.35;4.00;Cagliari;Parma
1572689857-3283;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Inter-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/inter-fiorentina/hC6hjFph/;;;1.55;3.60;5.50;Inter;Fiorentina
1572689737-2524;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/results/;Cagliari-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2018-2019/cagliari-sassuolo/bFC55ik3/;;;2.30;3.00;2.95;Cagliari;Sassuolo
