start;url;match;href;Bookmakers: 21;Bookie;Home;Draw;Away;Home_team;Away_team
1572703816-31243;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Torino-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/torino-udinese/Op45Lv4f/;;;1.80;3.55;4.70;Torino;Udinese
1572704369-35037;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-fiorentina/CKZAx7bS/;null;null;3.20;3.20;2.40;Udinese;Fiorentina
1572703584-29680;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Bologna-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/bologna-inter/p4S1vvhq/;null;null;5.19;3.61;1.81;Bologna;Inter
1572703909-31836;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Atalanta-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/atalanta-genoa/2BJIoyIa/;;;2.54;3.27;3.12;Atalanta;Genoa
1572704404-35229;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AC Milan-Carpi;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/ac-milan-carpi/Q3y3vTTF/;null;null;1.40;4.55;8.50;AC Milan;Carpi
1572704372-35062;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sassuolo-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sassuolo-sampdoria/4IEkVOj2/;null;null;2.15;3.40;3.40;Sassuolo;Sampdoria
1572704147-33415;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Empoli-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/empoli-as-roma/E5yVezbc/;;;4.20;3.30;1.95;Empoli;AS Roma
1572703685-30361;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Bologna-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/bologna-as-roma/ht0525tI/;;;4.50;3.50;1.80;Bologna;AS Roma
1572704503-35951;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Napoli-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/napoli-frosinone/UZhAetM4/;;;1.06;11.55;26.01;Napoli;Frosinone
1572704345-34858;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Verona-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/verona-frosinone/joNKRkpA/;null;null;1.57;4.33;5.00;Verona;Frosinone
1572704458-35640;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AC Milan-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/ac-milan-frosinone/Q1Wfcsze/;null;null;1.22;6.00;12.00;AC Milan;Frosinone
1572704369-35031;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-fiorentina/CKZAx7bS/;null;null;3.04;3.18;2.34;Udinese;Fiorentina
1572703565-29532;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-verona/WWzXz5oi/;;;2.11;3.30;3.65;Sampdoria;Verona
1572704188-33674;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Napoli-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/napoli-chievo/AaqSXNB7/;null;null;1.20;6.28;12.72;Napoli;Chievo
1572703982-32330;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Atalanta-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/atalanta-sassuolo/IuepR3y9/;;;2.32;3.10;3.16;Atalanta;Sassuolo
1572703996-32431;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Napoli-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/napoli-empoli/IqBo62aq/;;;1.28;5.80;10.50;Napoli;Empoli
1572704164-33530;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Juventus-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/juventus-inter/MBCirHTc/;;;1.55;3.78;8.92;Juventus;Inter
1572704144-33382;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Napoli-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/napoli-ac-milan/SzblqcEi/;null;null;1.55;3.95;6.50;Napoli;AC Milan
1572703587-29694;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Verona-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/verona-fiorentina/hUV9xIMe/;;;4.90;3.80;1.70;Verona;Fiorentina
1572704131-33301;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Genoa-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/genoa-udinese/zwqUsmIH/;;;2.00;3.20;4.00;Genoa;Udinese
1572703976-32287;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Fiorentina-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/fiorentina-torino/A3JFhqVq/;;;1.83;3.30;4.50;Fiorentina;Torino
1572703979-32310;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-palermo/2XCc30q2/;null;null;2.25;3.10;3.25;Carpi;Palermo
1572704291-34448;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Genoa-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/genoa-frosinone/MXiyUK9t/;null;null;1.50;4.20;6.50;Genoa;Frosinone
1572703344-28099;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Atalanta-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/atalanta-frosinone/rafhl03H/;;;1.70;3.75;4.80;Atalanta;Frosinone
1572703776-30982;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Atalanta-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/atalanta-palermo/nN5wYdW2/;;;1.80;3.60;4.80;Atalanta;Palermo
1572703425-28612;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Palermo-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/palermo-sassuolo/6FdCAmGl/;;;2.09;3.25;3.53;Palermo;Sassuolo
1572703969-32253;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Juventus-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/juventus-as-roma/0UTuaohG/;;;1.53;3.75;7.00;Juventus;AS Roma
1572703421-28587;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-as-roma/z93S65FD/;;;4.50;4.00;1.76;Sampdoria;AS Roma
1572703501-29127;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Lazio-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/lazio-frosinone/xzLJA8Xo/;;;1.28;5.48;11.31;Lazio;Frosinone
1572704175-33595;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Lazio-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/lazio-sassuolo/rR00tebA/;;;1.73;3.40;4.50;Lazio;Sassuolo
1572703477-28960;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Frosinone-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/frosinone-empoli/S2jEU87K/;;;3.50;3.20;2.21;Frosinone;Empoli
1572703451-28788;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Napoli-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/napoli-juventus/z9PcMpF0/;;;2.12;3.24;3.44;Napoli;Juventus
1572704363-34993;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Atalanta-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/atalanta-as-roma/v7FXOmUS/;null;null;4.75;3.50;1.80;Atalanta;AS Roma
1572703671-30257;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Frosinone-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/frosinone-genoa/WhUBhUCg/;;;3.80;3.40;2.00;Frosinone;Genoa
1572703879-31622;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Fiorentina-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/fiorentina-lazio/dYIMpeX5/;;;2.06;3.10;4.15;Fiorentina;Lazio
1572704248-34127;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AS Roma-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/as-roma-inter/voMh7O2Q/;null;null;1.85;3.60;4.60;AS Roma;Inter
1572704040-32717;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Fiorentina-Carpi;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/fiorentina-carpi/I3ZSIuqk/;;;1.39;4.50;9.25;Fiorentina;Carpi
1572704026-32617;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Lazio-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/lazio-napoli/Q5bhPs6L/;;;3.60;3.40;2.10;Lazio;Napoli
1572703646-30084;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Chievo-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/chievo-sampdoria/h29xvVc0/;;;2.34;3.35;3.50;Chievo;Sampdoria
1572704104-33122;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Palermo-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/palermo-torino/vBTkUTmI/;;;3.45;3.18;2.14;Palermo;Torino
1572703823-31284;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Inter-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/inter-lazio/b3dIIxlD/;;;1.75;3.50;4.50;Inter;Lazio
1572703837-31360;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Atalanta-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/atalanta-napoli/AwOURtRQ/;;;6.60;4.40;1.58;Atalanta;Napoli
1572703418-28580;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-ac-milan/EHHXHVNE/;;;3.22;3.32;2.45;Udinese;AC Milan
1572703844-31412;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Genoa-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/genoa-sampdoria/ADvvgJPP/;;;2.40;2.80;3.70;Genoa;Sampdoria
1572704351-34889;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-ac-milan/xre8Io7d/;null;null;3.25;3.40;2.23;Sampdoria;AC Milan
1572703474-28956;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Bologna-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/bologna-udinese/tAWlO6pl/;;;2.88;3.05;2.65;Bologna;Udinese
1572703330-28003;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Napoli-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/napoli-sampdoria/CWZSUB2d/;;;1.40;4.75;8.00;Napoli;Sampdoria
1572704275-34318;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Juventus-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/juventus-empoli/KO59Y01P/;null;null;1.29;5.04;10.23;Juventus;Empoli
1572703490-29061;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-genoa/xGxy541N/;;;2.43;3.27;2.97;Udinese;Genoa
1572703454-28807;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AS Roma-Carpi;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/as-roma-carpi/hpzgNQaf/;null;null;1.33;5.40;9.30;AS Roma;Carpi
1572703448-28767;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Empoli-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/empoli-atalanta/vsAJ8Rp1/;null;null;2.15;3.30;3.50;Empoli;Atalanta
1572703448-28761;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Empoli-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/empoli-atalanta/vsAJ8Rp1/;null;null;2.20;3.20;3.35;Empoli;Atalanta
1572703692-30403;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-sampdoria/4KTNKndn/;;;2.07;3.40;3.59;Udinese;Sampdoria
1572703761-30855;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-sassuolo/xhOnBZOk/;;;2.35;3.20;3.20;Sampdoria;Sassuolo
1572704288-34423;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Inter-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/inter-torino/4dLADaPa/;null;null;1.75;3.50;5.20;Inter;Torino
1572704182-33623;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AS Roma-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/as-roma-fiorentina/4fUsgYsG/;null;null;2.05;3.25;3.85;AS Roma;Fiorentina
1572704168-33546;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Chievo-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/chievo-genoa/2VXQdGri/;;;3.00;3.00;2.70;Chievo;Genoa
1572703401-28453;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Chievo-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/chievo-inter/WdrUcAWr/;;;4.05;3.25;2.00;Chievo;Inter
1572703597-29756;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Napoli-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/napoli-palermo/WdnRptFF/;;;1.25;5.77;10.63;Napoli;Palermo
1572703470-28931;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Genoa-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/genoa-ac-milan/nmXpPnVs/;;;2.70;3.10;2.75;Genoa;AC Milan
1572703649-30120;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Verona-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/verona-bologna/buW3fjrs/;;;2.40;3.31;3.29;Verona;Bologna
1572704111-33166;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AC Milan-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/ac-milan-genoa/MZIfTm3O/;;;1.59;3.77;5.66;AC Milan;Genoa
1572704236-34036;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Fiorentina-Verona;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/fiorentina-verona/2kUskPtr/;null;null;1.45;4.71;8.03;Fiorentina;Verona
1572703886-31674;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AS Roma-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/as-roma-ac-milan/OKKEnH2g/;;;2.15;3.20;3.40;AS Roma;AC Milan
1572704345-34855;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Verona-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/verona-frosinone/joNKRkpA/;null;null;1.62;4.00;5.50;Verona;Frosinone
1572703530-29316;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Napoli-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/napoli-fiorentina/URdlCL8j/;;;1.68;3.79;4.78;Napoli;Fiorentina
1572704053-32793;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Verona-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/verona-inter/vHWaLY4m/;;;4.50;3.60;1.83;Verona;Inter
1572703425-28616;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Palermo-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/palermo-sassuolo/6FdCAmGl/;;;2.10;3.20;3.60;Palermo;Sassuolo
1572703432-28655;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Juventus-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/juventus-frosinone/SOc8BT0r/;null;null;1.15;7.50;21.00;Juventus;Frosinone
1572704019-32585;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-torino/C2flQNjF/;;;2.90;3.15;2.58;Sampdoria;Torino
1572703855-31483;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Palermo-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/palermo-fiorentina/CSLzfaAJ/;;;4.50;3.50;1.80;Palermo;Fiorentina
1572703442-28718;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Chievo-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/chievo-torino/zRITIB88/;null;null;2.97;3.05;2.59;Chievo;Torino
1572703448-28776;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Empoli-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/empoli-atalanta/vsAJ8Rp1/;null;null;2.20;3.30;3.10;Empoli;Atalanta
1572704281-34369;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-napoli/AgOIBwfC/;null;null;7.00;4.40;1.45;Udinese;Napoli
1572703317-27922;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Bologna-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/bologna-sassuolo/v7cyhr4h/;null;null;2.67;3.20;2.75;Bologna;Sassuolo
1572704369-35042;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Udinese-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/udinese-fiorentina/CKZAx7bS/;null;null;3.30;3.20;2.25;Udinese;Fiorentina
1572703823-31283;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Inter-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/inter-lazio/b3dIIxlD/;;;2.05;3.28;3.81;Inter;Lazio
1572704221-33917;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Empoli-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/empoli-sampdoria/ttTolqdl/;null;null;2.36;3.20;3.20;Empoli;Sampdoria
1572704455-35620;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Empoli-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/empoli-bologna/Y3iG4PsL/;null;null;2.40;3.30;3.00;Empoli;Bologna
1572704418-35326;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Fiorentina-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/fiorentina-juventus/E1yF6oD8/;null;null;4.05;3.10;2.08;Fiorentina;Juventus
1572704009-32522;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AC Milan-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/ac-milan-inter/vkdtSqM2/;;;2.67;3.10;2.95;AC Milan;Inter
1572703834-31351;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Carpi-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/carpi-juventus/2y39KbJ0/;;;10.00;4.33;1.36;Carpi;Juventus
1572704257-34196;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sassuolo-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sassuolo-udinese/zH7O12Qm/;null;null;2.00;3.40;4.00;Sassuolo;Udinese
1572703851-31452;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sassuolo-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sassuolo-frosinone/trjyZcYg/;;;1.40;4.40;7.50;Sassuolo;Frosinone
1572704288-34420;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Inter-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/inter-torino/4dLADaPa/;null;null;1.70;3.60;4.70;Inter;Torino
1572704182-33638;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AS Roma-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/as-roma-fiorentina/4fUsgYsG/;null;null;2.10;3.30;3.30;AS Roma;Fiorentina
1572704245-34086;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Empoli-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/empoli-palermo/AZaya0A6/;null;null;1.78;3.68;5.70;Empoli;Palermo
1572704275-34334;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Juventus-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/juventus-empoli/KO59Y01P/;null;null;1.30;5.25;11.00;Juventus;Empoli
1572704480-35793;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Sampdoria-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/sampdoria-genoa/l2Iyss7B/;;;3.00;3.20;2.60;Sampdoria;Genoa
1572704375-35073;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;Palermo-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/palermo-atalanta/nDxau9E9/;null;null;2.33;3.20;3.25;Palermo;Atalanta
1572704458-35636;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/results/;AC Milan-Frosinone;https://www.betexplorer.com/soccer/italy/serie-a-2015-2016/ac-milan-frosinone/Q1Wfcsze/;null;null;1.25;6.25;11.00;AC Milan;Frosinone
