"","match","mean_home_odd","mean_draw_odd","mean_away_odd","max_home_odd","max_draw_odd","max_away_odd","result","date","p1mean","p2mean","pxmean","p1max","p2max","pxmax","esito"
"125","Sassuolo-Genoa",2.32826086956522,3.18,3.24652173913043,2.5,3.32,3.45,"5-3","02/09/2018",0.429505135387488,0.30802196330521,0.314465408805031,0.4,0.289855072463768,0.301204819277108,"1"
"126","Cagliari-Chievo",1.57826086956522,3.79913043478261,6.46739130434783,1.65,4,7.5,"2-1","28/10/2018",0.633608815426996,0.154621848739496,0.263218127718013,0.606060606060606,0.133333333333333,0.25,"1"
"127","Frosinone-Chievo",2.04681818181818,3.59545454545455,3.51909090909091,2.1,3.86,3.75,"0-0","25/05/2019",0.488563180102155,0.284164298630845,0.278128950695322,0.476190476190476,0.266666666666667,0.259067357512953,"X"
"128","Frosinone-Spal",2.96318181818182,3.05590909090909,2.58363636363636,3.04,3.18,2.7,"0-1","31/03/2019",0.337475072863936,0.387051372273048,0.327234865387476,0.328947368421053,0.37037037037037,0.314465408805031,"2"
"129","Sampdoria-Chievo",1.61590909090909,3.77454545454545,6.01272727272727,1.64,3.9,6.61,"2-0","26/12/2018",0.618846694796062,0.166313879649229,0.264932562620424,0.609756097560976,0.151285930408472,0.256410256410256,"1"
"130","Sassuolo-Cagliari",2.00545454545455,3.37,3.88909090909091,2.07,3.52,4.2,"3-0","26/01/2019",0.498640072529464,0.257129499766246,0.29673590504451,0.483091787439614,0.238095238095238,0.284090909090909,"1"
"131","Sassuolo-Spal",2.04409090909091,3.27045454545455,3.87363636363636,2.12,3.45,4.18,"1-1","24/02/2019",0.489215032243718,0.258155362590941,0.305767894371091,0.471698113207547,0.239234449760766,0.289855072463768,"X"
"132","Empoli-Lazio",5.08521739130435,3.99478260869565,1.65521739130435,6.15,4.24,1.75,"0-1","16/09/2018",0.196648426812585,0.60415024954032,0.250326512842839,0.16260162601626,0.571428571428571,0.235849056603774,"2"
"133","Spal-Genoa",3.04727272727273,2.84272727272727,2.66590909090909,3.15,2.96,2.75,"1-1","28/04/2019",0.328162291169451,0.375106564364876,0.351774864086985,0.317460317460317,0.363636363636364,0.337837837837838,"X"
"134","Frosinone-Empoli",3.15347826086957,3.2995652173913,2.31739130434783,3.3,3.38,2.39,"3-3","21/10/2018",0.31711016131256,0.431519699812382,0.30307023323231,0.303030303030303,0.418410041841004,0.29585798816568,"X"
"135","Chievo-Parma",2.90454545454545,3.11818181818182,2.58954545454545,3.05,3.23,2.74,"1-1","28/04/2019",0.344287949921753,0.386168158680008,0.32069970845481,0.327868852459016,0.364963503649635,0.309597523219814,"X"
"136","Inter-Spal",1.39636363636364,4.37818181818182,9.29363636363636,1.44,4.75,10.5,"2-0","10/03/2019",0.716145833333331,0.10760050865695,0.228405315614618,0.694444444444444,0.0952380952380952,0.210526315789474,"1"
"137","Bologna-Frosinone",1.65636363636364,3.57090909090909,5.95272727272727,1.75,3.75,7.03,"0-4","27/01/2019",0.603732162458835,0.167990226023213,0.280040733197556,0.571428571428571,0.142247510668563,0.266666666666667,"2"
"138","Bologna-Torino",3.25217391304348,3.02913043478261,2.40478260869565,3.4,3.1,2.51,"2-2","21/10/2018",0.307486631016043,0.415838003977581,0.330127745083967,0.294117647058824,0.398406374501992,0.32258064516129,"X"
"139","Spal-Cagliari",2.58217391304348,3.06434782608696,2.97173913043478,2.75,3.15,3.36,"2-2","10/11/2018",0.387270584273446,0.33650329188003,0.32633371169126,0.363636363636364,0.297619047619048,0.317460317460317,"X"
"140","AC Milan-Fiorentina",2.185,3.21227272727273,3.53681818181818,2.25,3.3,3.78,"0-1","22/12/2018",0.45766590389016,0.282740007711091,0.311306070468374,0.444444444444444,0.264550264550265,0.303030303030303,"2"
"141","Parma-Sampdoria",3.00954545454545,3.22454545454545,2.44318181818182,3.1,3.3,2.55,"3-3","05/05/2019",0.332276091224891,0.409302325581395,0.310121229207782,0.32258064516129,0.392156862745098,0.303030303030303,"X"
"142","Torino-Sampdoria",2.18136363636364,3.22409090909091,3.54909090909091,2.26,3.38,3.82,"2-1","03/04/2019",0.458428839341529,0.281762295081967,0.310164951360496,0.442477876106195,0.261780104712042,0.29585798816568,"1"
"143","Bologna-AC Milan",4.24954545454545,3.315,1.94363636363636,4.52,3.5,2,"0-0","18/12/2018",0.235319285485079,0.514499532273153,0.301659125188537,0.221238938053097,0.5,0.285714285714286,"X"
"144","Bologna-Parma",1.70545454545455,3.34863636363636,6.01636363636364,1.78,3.5,6.65,"4-1","13/05/2019",0.586353944562898,0.166213357509822,0.298629021311253,0.561797752808989,0.150375939849624,0.285714285714286,"1"
"145","Sassuolo-AS Roma",4.93818181818182,4.32636363636364,1.62318181818182,5.6,4.58,1.67,"0-0","18/05/2019",0.202503681885125,0.616073928871464,0.231140996007564,0.178571428571429,0.598802395209581,0.218340611353712,"X"
"146","Atalanta-Napoli",3.38772727272727,3.34409090909091,2.19454545454545,3.82,3.47,2.28,"1-2","03/12/2018",0.295183147725748,0.455675227837615,0.29903493271714,0.261780104712042,0.43859649122807,0.288184438040346,"2"
"147","Frosinone-Sampdoria",3.11913043478261,3.11652173913043,2.43521739130435,3.5,3.3,2.55,"0-5","15/09/2018",0.320602174519097,0.410640956971969,0.320870535714286,0.285714285714286,0.392156862745098,0.303030303030303,"2"
"148","Sampdoria-AC Milan",3.07818181818182,3.16636363636364,2.43772727272727,3.36,3.35,2.55,"1-0","30/03/2019",0.3248670998228,0.410218161476786,0.315819695664657,0.297619047619048,0.392156862745098,0.298507462686567,"1"
"149","Torino-AS Roma",3.61217391304348,3.4895652173913,2.04869565217391,4.32,3.6,2.14,"0-1","19/08/2018",0.276841598459316,0.488115449915111,0.286568651881386,0.231481481481481,0.467289719626168,0.277777777777778,"2"
"150","Empoli-Frosinone",1.78045454545455,3.56318181818182,4.76409090909091,1.85,3.8,5.25,"2-1","17/03/2019",0.561654327291293,0.209903635149318,0.280648041842072,0.54054054054054,0.19047619047619,0.263157894736842,"1"
"151","Sampdoria-Lazio",3.11181818181818,3.45681818181818,2.26772727272727,3.25,3.67,2.35,"1-2","28/04/2019",0.321355536079463,0.440970134295451,0.289283366206443,0.307692307692308,0.425531914893617,0.272479564032698,"2"
"152","AS Roma-Spal",1.28478260869565,5.85347826086957,9.79739130434783,1.3,6.51,11.5,"0-2","20/10/2018",0.778341793570221,0.102067986154256,0.170838594666865,0.769230769230769,0.0869565217391304,0.153609831029186,"2"
"153","Frosinone-Genoa",3.47363636363636,3.26318181818182,2.18909090909091,4.04,3.37,2.26,"1-2","30/09/2018",0.287882753205967,0.456810631229236,0.306449366206992,0.247524752475248,0.442477876106195,0.29673590504451,"2"
"154","Genoa-Fiorentina",2.62590909090909,3.13,2.83909090909091,2.7,3.2,3,"0-0","29/12/2018",0.380820495066644,0.352225424271534,0.319488817891374,0.37037037037037,0.333333333333333,0.3125,"X"
"155","Lazio-Spal",1.34652173913043,5.01521739130435,9.15217391304348,1.38,5.5,10.5,"4-1","04/11/2018",0.742654181465937,0.109263657957245,0.199393151278717,0.72463768115942,0.0952380952380952,0.181818181818182,"1"
"156","Cagliari-Empoli",1.98909090909091,3.50409090909091,3.81045454545455,2.04,3.64,4.05,"2-2","20/01/2019",0.502742230347349,0.262435882142431,0.28538072382929,0.490196078431373,0.246913580246914,0.274725274725275,"X"
"157","Parma-Genoa",2.89590909090909,2.99590909090909,2.675,3.1,3.1,2.85,"1-0","09/03/2019",0.345314707267305,0.373831775700935,0.333788499468973,0.32258064516129,0.350877192982456,0.32258064516129,"1"
"158","AS Roma-Inter",2.66727272727273,3.40454545454545,2.61954545454545,2.75,3.52,2.7,"2-2","02/12/2018",0.374914792092706,0.381745618601424,0.293724966622163,0.363636363636364,0.37037037037037,0.284090909090909,"X"
"159","Napoli-Fiorentina",1.44652173913043,4.51521739130435,7.25826086956522,1.6,4.75,9.2,"1-0","15/09/2018",0.691313495641722,0.137774050557086,0.221473278767453,0.625,0.108695652173913,0.210526315789474,"1"
"160","AC Milan-Spal",1.45363636363636,4.15863636363636,8.05363636363636,1.5,4.5,8.97,"2-1","29/12/2018",0.687929956222641,0.124167513263348,0.240463438627173,0.666666666666667,0.111482720178372,0.222222222222222,"1"
"161","Napoli-Sampdoria",1.30636363636364,5.30272727272727,10.3422727272727,1.35,5.56,12,"3-0","02/02/2019",0.765483646485732,0.0966905463015869,0.188582204697411,0.740740740740741,0.0833333333333333,0.179856115107914,"1"
"162","Udinese-Napoli",6.42391304347826,3.93826086956522,1.55434782608696,7.3,4.06,1.62,"0-3","20/10/2018",0.155668358714044,0.643356643356642,0.2539191874586,0.136986301369863,0.617283950617284,0.246305418719212,"2"
"163","Juventus-Bologna",1.12652173913043,8.45608695652174,22.305652173913,1.17,9.55,30.45,"2-0","26/09/2018",0.887688151292941,0.0448316862561644,0.118258008123811,0.854700854700855,0.0328407224958949,0.104712041884817,"1"
"164","AS Roma-Bologna",1.41363636363636,4.63636363636364,7.66227272727273,1.45,4.85,8.75,"2-1","18/02/2019",0.707395498392285,0.130509580589666,0.215686274509804,0.689655172413793,0.114285714285714,0.206185567010309,"1"
"165","Empoli-Inter",6.68363636363636,4.56318181818182,1.46090909090909,7.29,4.8,1.55,"0-1","29/12/2018",0.14961915125136,0.684505289359055,0.219145333200518,0.137174211248285,0.645161290322581,0.208333333333333,"2"
"166","Spal-Chievo",2.03454545454545,3.22090909090909,4.02090909090909,2.1,3.3,4.34,"0-0","16/12/2018",0.491510277033066,0.248699977390911,0.310471351961615,0.476190476190476,0.230414746543779,0.303030303030303,"X"
"167","Sampdoria-Cagliari",1.73181818181818,3.47909090909091,5.35454545454545,1.78,3.6,5.8,"1-0","24/02/2019",0.57742782152231,0.186757215619695,0.287431408413901,0.561797752808989,0.172413793103448,0.277777777777778,"1"
"168","Parma-Napoli",9.48454545454545,5.06318181818182,1.33409090909091,11,5.35,1.4,"0-4","24/02/2019",0.105434678424231,0.749574105621805,0.197504264296615,0.0909090909090909,0.714285714285714,0.186915887850467,"2"
"169","Napoli-Spal",1.18454545454545,6.97727272727273,15.4795454545455,1.2,7.65,20,"1-0","22/12/2018",0.844205679201845,0.0646013801203933,0.143322475570033,0.833333333333333,0.05,0.130718954248366,"1"
"170","Cagliari-Juventus",5.72181818181818,3.40090909090909,1.72136363636364,6.25,3.5,1.8,"0-2","02/04/2019",0.174769621862091,0.580934776868232,0.294039026998129,0.16,0.555555555555556,0.285714285714286,"2"
"171","Sampdoria-Frosinone",1.50636363636364,4.08545454545455,6.98363636363636,1.55,4.3,8.7,"0-1","10/02/2019",0.663850331925164,0.143191877115335,0.244770805518469,0.645161290322581,0.114942528735632,0.232558139534884,"2"
"172","Spal-Frosinone",1.80739130434783,3.45347826086957,4.77739130434783,1.86,3.56,5.6,"0-3","28/10/2018",0.553283617993744,0.209319257371678,0.289563137353644,0.537634408602151,0.178571428571429,0.280898876404494,"2"
"173","Udinese-Bologna",2.75590909090909,2.88227272727273,2.91227272727273,2.88,2.95,3.11,"2-1","03/03/2019",0.362856671614712,0.34337443421258,0.346948430846869,0.347222222222222,0.321543408360129,0.338983050847458,"1"
"174","Genoa-Bologna",2.01347826086957,3.19739130434783,4.11173913043478,2.1,3.3,4.62,"1-0","16/09/2018",0.496652990714747,0.243206090726446,0.312754963285287,0.476190476190476,0.216450216450216,0.303030303030303,"1"
"175","Cagliari-Atalanta",5.35363636363636,4.25,1.59181818181818,5.75,4.5,1.67,"0-1","04/02/2019",0.186788928510783,0.628212450028556,0.235294117647059,0.173913043478261,0.598802395209581,0.222222222222222,"2"
"176","Fiorentina-Inter",3.00227272727273,3.27045454545455,2.40818181818182,3.32,3.38,2.5,"3-3","24/02/2019",0.333080999242997,0.415251038127595,0.305767894371091,0.301204819277108,0.4,0.29585798816568,"X"
"177","Inter-Napoli",2.82,3.35954545454545,2.50136363636364,2.91,3.5,2.63,"1-0","26/12/2018",0.354609929078014,0.399781937125204,0.297659315383575,0.343642611683849,0.380228136882129,0.285714285714286,"1"
"178","Parma-Bologna",2.50636363636364,3.06636363636364,3.05909090909091,2.6,3.13,3.32,"0-0","22/12/2018",0.39898440333696,0.326894502228826,0.326119181737325,0.384615384615385,0.301204819277108,0.319488817891374,"X"
"179","Chievo-Frosinone",1.96863636363636,3.13272727272727,4.43909090909091,2.05,3.25,4.8,"1-0","29/12/2018",0.507965827753407,0.225271349580176,0.319210679048172,0.487804878048781,0.208333333333333,0.307692307692308,"1"
"180","Sampdoria-Juventus",3.005,3.48909090909091,2.32,3.32,3.7,2.4,"2-0","26/05/2019",0.332778702163062,0.431034482758621,0.286607608129234,0.301204819277108,0.416666666666667,0.27027027027027,"1"
"181","Napoli-Sassuolo",1.38739130434783,4.78869565217391,8.18347826086957,1.44,5.3,9.17,"2-0","07/10/2018",0.720777185835159,0.122197428541069,0.208825131650627,0.694444444444444,0.109051254089422,0.188679245283019,"1"
"182","Parma-Fiorentina",3.74045454545455,3.08,2.18,4.08,3.25,2.3,"1-0","19/05/2019",0.267347186778466,0.458715596330275,0.324675324675325,0.245098039215686,0.434782608695652,0.307692307692308,"1"
"183","Lazio-Juventus",3.96909090909091,3.27772727272727,2.01772727272727,4.25,3.4,2.1,"1-2","27/01/2019",0.251946862116354,0.495607118720433,0.305089446678686,0.235294117647059,0.476190476190476,0.294117647058824,"2"
"184","AS Roma-Frosinone",1.19434782608696,6.8404347826087,14.6065217391304,1.22,7.27,18,"4-0","26/09/2018",0.83727702948671,0.0684625688346482,0.146189537913939,0.819672131147541,0.0555555555555556,0.137551581843191,"1"
"185","Torino-Chievo",1.56545454545455,3.77863636363636,6.72681818181818,1.61,4,7.7,"3-0","03/03/2019",0.638792102206734,0.148658693154943,0.264645735594852,0.62111801242236,0.12987012987013,0.25,"1"
"186","Cagliari-Udinese",1.85454545454545,3.72590909090909,4.10818181818182,1.91,3.88,4.42,"1-2","26/05/2019",0.539215686274511,0.243416685107325,0.26839087471026,0.523560209424084,0.226244343891403,0.257731958762887,"2"
"187","Atalanta-Lazio",2.05727272727273,3.46363636363636,3.61727272727273,2.1,3.55,3.84,"1-0","17/12/2018",0.486080424215642,0.276451369690877,0.288713910761155,0.476190476190476,0.260416666666667,0.28169014084507,"1"
"188","Parma-Udinese",2.7195652173913,3.12304347826087,2.73869565217391,2.88,3.24,3.05,"2-2","19/08/2018",0.367705835331735,0.365137323384665,0.32020047333983,0.347222222222222,0.327868852459016,0.308641975308642,"X"
"189","Napoli-Udinese",1.20818181818182,6.605,14.3840909090909,1.25,7.55,16.68,"4-2","17/03/2019",0.827689992475544,0.0695212513825249,0.151400454201363,0.8,0.0599520383693046,0.132450331125828,"1"
"190","Sampdoria-Parma",1.90272727272727,3.35818181818182,4.38454545454545,1.95,3.6,4.67,"2-0","16/12/2018",0.525561395126613,0.228073812979474,0.297780184082295,0.512820512820513,0.214132762312634,0.277777777777778,"1"
"191","AS Roma-Fiorentina",2.03636363636364,3.50818181818182,3.64272727272727,2.15,3.7,3.9,"2-2","03/04/2019",0.491071428571428,0.274519590716247,0.285047939880798,0.465116279069767,0.256410256410256,0.27027027027027,"X"
"192","Lazio-Torino",1.61545454545455,3.89772727272727,5.73863636363636,1.75,4,6.5,"1-1","29/12/2018",0.619020821609452,0.174257425742574,0.256559766763849,0.571428571428571,0.153846153846154,0.25,"X"
"193","Sampdoria-Spal",1.75130434782609,3.55391304347826,4.97391304347826,1.8,3.65,5.47,"2-1","01/10/2018",0.571002979145977,0.201048951048951,0.281379985319305,0.555555555555556,0.182815356489945,0.273972602739726,"1"
"194","Atalanta-Parma",1.31173913043478,5.52478260869565,9.1095652173913,1.45,5.75,10.5,"3-0","27/10/2018",0.762346702021877,0.109774723176785,0.181002596993783,0.689655172413793,0.0952380952380952,0.173913043478261,"1"
"195","Napoli-Parma",1.19826086956522,6.74217391304348,14.4734782608696,1.22,7.08,18,"3-0","26/09/2018",0.834542815674889,0.069091892216648,0.14832011349713,0.819672131147541,0.0555555555555556,0.141242937853107,"1"
"196","Udinese-AC Milan",4.44652173913043,3.34695652173913,1.89782608695652,5,3.52,1.98,"0-1","04/11/2018",0.224894886085851,0.526918671248569,0.298778903611328,0.2,0.505050505050505,0.284090909090909,"2"
"197","Atalanta-Chievo",1.21454545454545,6.43454545454545,13.6981818181818,1.25,7,16.2,"1-1","17/03/2019",0.823353293413177,0.0730023891691002,0.155411133088443,0.8,0.0617283950617284,0.142857142857143,"X"
"198","Fiorentina-AS Roma",2.66608695652174,3.41826086956522,2.59347826086957,2.77,3.54,2.7,"1-1","03/11/2018",0.375081539465101,0.385582564962279,0.292546425845841,0.36101083032491,0.37037037037037,0.282485875706215,"X"
"199","Atalanta-Spal",1.32363636363636,5.31409090909091,9.26363636363636,1.35,5.8,11,"2-1","10/02/2019",0.755494505494508,0.107948969578018,0.188178941065777,0.740740740740741,0.0909090909090909,0.172413793103448,"1"
"200","Fiorentina-Napoli",3.92181818181818,3.45727272727273,1.96363636363636,4.2,3.6,2.06,"0-0","09/02/2019",0.254983773759852,0.50925925925926,0.289245332632132,0.238095238095238,0.485436893203884,0.277777777777778,"X"
"201","Frosinone-Juventus",16.5791304347826,7.04,1.18086956521739,22.85,7.9,1.22,"0-2","23/09/2018",0.0603167942935068,0.846833578792343,0.142045454545455,0.0437636761487965,0.819672131147541,0.126582278481013,"2"
"202","Sassuolo-Napoli",6.28681818181818,3.98909090909091,1.55772727272727,7.08,4.14,1.6,"1-1","10/03/2019",0.159062974477623,0.641960898745259,0.250683682771194,0.141242937853107,0.625,0.241545893719807,"X"
"203","Cagliari-Frosinone",1.92227272727273,3.38227272727273,4.25181818181818,2,3.5,4.63,"1-0","20/04/2019",0.520217545519035,0.235193500106906,0.295659185593334,0.5,0.215982721382289,0.285714285714286,"1"
"204","Lazio-Napoli",2.7804347826087,3.43695652173913,2.48913043478261,3.12,3.6,2.63,"1-2","18/08/2018",0.35965598123534,0.401746724890829,0.290955091714105,0.32051282051282,0.380228136882129,0.277777777777778,"2"
"205","Napoli-Empoli",1.22391304347826,6.59565217391304,12.4404347826087,1.3,7.27,15,"5-1","02/11/2018",0.817051509769095,0.0803830426729109,0.15161502966381,0.769230769230769,0.0666666666666667,0.137551581843191,"1"
"206","Genoa-Chievo",1.76391304347826,3.55652173913043,4.88391304347826,1.85,3.75,5.31,"2-0","26/09/2018",0.566921370470791,0.204753850262619,0.28117359413203,0.54054054054054,0.188323917137476,0.266666666666667,"1"
"207","Frosinone-Cagliari",3.17318181818182,3.12818181818182,2.405,3.4,3.22,2.47,"1-1","02/12/2018",0.315141097264002,0.415800415800416,0.3196745132229,0.294117647058824,0.404858299595142,0.31055900621118,"X"
"208","Sampdoria-Bologna",2.02454545454545,3.18772727272727,4.10681818181818,2.08,3.4,4.48,"4-1","01/12/2018",0.49393803322856,0.24349750968456,0.313703122771995,0.480769230769231,0.223214285714286,0.294117647058824,"1"
"209","Torino-Bologna",2.05363636363636,3.10454545454545,4.125,2.14,3.3,4.6,"2-3","16/03/2019",0.486941124391324,0.242424242424242,0.322108345534407,0.467289719626168,0.217391304347826,0.303030303030303,"2"
"210","AC Milan-Cagliari",1.46181818181818,4.2,7.70772727272727,1.49,4.4,8.52,"3-0","10/02/2019",0.684079601990051,0.129739930412219,0.238095238095238,0.671140939597315,0.117370892018779,0.227272727272727,"1"
