start;url;match;href;Bookmakers: 22;Bookmakers: 22;Home;Draw;Away;Home_team;Away_team
1572700692-19335;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sassuolo-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sassuolo-pescara/hOSLMRP4/;;;1.62;3.75;5.50;Sassuolo;Pescara
1572701654-25609;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AS Roma-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/as-roma-sassuolo/Ead8oZj6/;;;1.27;6.20;10.00;AS Roma;Sassuolo
1572701687-25801;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-crotone/Mwq0mGwi/;;;1.87;3.54;5.10;Chievo;Crotone
1572701772-26372;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-cagliari/QRo9MGgA/;;;1.78;3.66;5.09;Udinese;Cagliari
1572701208-22751;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-crotone/Sl3yVdad/;;;1.59;3.70;5.90;Udinese;Crotone
1572700805-20116;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AS Roma-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/as-roma-crotone/ChygCSyt/;null;null;1.15;7.00;15.00;AS Roma;Crotone
1572701523-24750;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sassuolo-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sassuolo-ac-milan/l6xrOZTL/;;;2.65;3.40;2.50;Sassuolo;AC Milan
1572700995-21325;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-inter/zBEayApd/;;;3.54;3.47;2.00;Sampdoria;Inter
1572701073-21849;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-fiorentina/KYMGRgIN/;;;3.80;3.35;2.05;Empoli;Fiorentina
1572700995-21335;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-inter/zBEayApd/;;;3.30;3.30;2.10;Sampdoria;Inter
1572700746-19707;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Napoli-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/napoli-bologna/IcjnSyX1/;;;1.25;5.50;13.00;Napoli;Bologna
1572701253-23057;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-sassuolo/ObJ5o3Rn/;;;2.30;3.30;3.10;Cagliari;Sassuolo
1572701869-26987;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-as-roma/QNgMbYI0/;;;3.10;3.40;2.25;AC Milan;AS Roma
1572700906-20782;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-ac-milan/b7GOaVAN/;;;3.10;3.05;2.45;Chievo;AC Milan
1572701093-21997;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-ac-milan/0p6V9OiE/;;;3.45;3.20;2.20;Empoli;AC Milan
1572700815-20181;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-as-roma/dpyYLFSI/;;;3.50;3.50;2.15;Torino;AS Roma
1572700844-20357;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-lazio/pM5jcxkP/;;;3.20;3.32;2.50;Udinese;Lazio
1572701782-26428;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Lazio-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/lazio-palermo/KloDLz9G/;;;1.13;8.15;18.00;Lazio;Palermo
1572701890-27123;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-sassuolo/byzVRWnm/;;;1.34;5.55;8.00;Inter;Sassuolo
1572701622-25400;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-inter/KCR8qDLI/;;;3.75;3.75;1.83;Torino;Inter
1572701422-24095;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-torino/OS4rtgXG/;;;3.40;3.40;2.15;Empoli;Torino
1572701329-23505;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-fiorentina/nqu82nqe/;;;3.75;3.20;2.10;Chievo;Fiorentina
1572700703-19394;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Fiorentina-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/fiorentina-chievo/z3MvwmAo/;;;1.60;3.80;6.00;Fiorentina;Chievo
1572701253-23047;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-sassuolo/ObJ5o3Rn/;;;2.40;3.50;2.90;Cagliari;Sassuolo
1572701520-24728;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Juventus-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/juventus-empoli/UqWn4Exj/;;;1.17;7.50;23.00;Juventus;Empoli
1572701768-26349;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Atalanta-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/atalanta-bologna/x65E0ZWj/;;;1.36;5.18;9.55;Atalanta;Bologna
1572701059-21756;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Juventus-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/juventus-pescara/EeMKQDXT/;;;1.17;8.70;24.00;Juventus;Pescara
1572700991-21317;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-fiorentina/jJzHqYxG/;;;3.60;3.40;2.15;Bologna;Fiorentina
1572701866-26950;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-palermo/zgyDLeQD/;;;1.78;3.70;4.75;Chievo;Palermo
1572701022-21513;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-cagliari/xj5QGx45/;null;null;1.53;4.35;5.55;Torino;Cagliari
1572701811-26619;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-napoli/SffxM4Kd/;;;3.25;3.50;2.20;Inter;Napoli
1572701523-24753;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sassuolo-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sassuolo-ac-milan/l6xrOZTL/;;;2.75;3.40;2.55;Sassuolo;AC Milan
1572701818-26651;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-sassuolo/IcjE0fll/;;;2.04;3.50;3.75;Empoli;Sassuolo
1572701661-25656;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AS Roma-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/as-roma-empoli/nNRmppCT/;;;1.17;7.50;16.00;AS Roma;Empoli
1572701786-26452;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Juventus-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/juventus-genoa/Uah0OxPc/;;;1.17;6.80;16.50;Juventus;Genoa
1572701629-25451;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-palermo/pK4ikHis/;;;1.60;4.00;6.00;Udinese;Palermo
1572701726-26054;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-palermo/dCa9veE2/;;;1.26;7.20;13.50;AC Milan;Palermo
1572701079-21894;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-palermo/GdENpHIo/;;;1.97;3.42;4.68;Bologna;Palermo
1572701019-21495;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-palermo/U9ZKrhhM/;;;1.71;3.70;4.95;Cagliari;Palermo
1572701269-23143;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-inter/Sh1Xa2tt/;;;3.80;3.60;2.00;Udinese;Inter
1572701611-25332;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Fiorentina-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/fiorentina-cagliari/A7wMZyhf/;;;1.41;5.06;8.88;Fiorentina;Cagliari
1572701531-24806;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Lazio-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/lazio-udinese/GhvzQea9/;;;1.50;4.20;7.50;Lazio;Udinese
1572700675-19211;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-torino/SGLQCjdt/;;;1.85;3.20;4.15;AC Milan;Torino
1572700796-20048;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-sassuolo/KON98py5/;null;null;2.30;3.10;3.40;Chievo;Sassuolo
1572701880-27046;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-napoli/KpyRSCXt/;;;6.50;5.00;1.44;Torino;Napoli
1572700720-19523;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Pescara-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/pescara-inter/MeMtOGH8/;;;4.20;3.75;1.80;Pescara;Inter
1572701369-23766;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-pescara/IRVm3JZ5/;;;1.25;6.50;11.00;Inter;Pescara
1572701323-23478;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-genoa/OWffci7F/;;;3.05;3.10;2.51;Cagliari;Genoa
1572701722-26033;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-as-roma/nsIIHX6k/;;;6.57;4.55;1.43;Bologna;AS Roma
1572701373-23785;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-ac-milan/juUe1c4I/;;;3.44;3.39;2.31;Udinese;AC Milan
1572701943-27468;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-juventus/6yfnimGb/;;;5.35;4.10;1.61;Bologna;Juventus
1572700932-20950;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Crotone-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/crotone-napoli/48qoHWub/;;;10.50;5.25;1.33;Crotone;Napoli
1572700754-19742;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-chievo/Qod8ZJvS/;;;2.11;3.25;3.50;Udinese;Chievo
1572701506-24640;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-inter/McJ2f49O/;null;null;4.20;3.50;1.80;Bologna;Inter
1572701405-23975;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-napoli/Wh8jvX1T/;;;7.50;4.33;1.50;Bologna;Napoli
1572701015-21465;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-torino/M7AexjVk/;;;2.60;3.00;2.65;Udinese;Torino
1572701551-24933;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-pescara/jcNnLxw1/;null;null;1.61;4.25;4.75;Sampdoria;Pescara
1572701665-25665;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-udinese/EXZzmnSA/;;;1.73;3.76;4.42;Torino;Udinese
1572701225-22858;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Genoa-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/genoa-palermo/zuIUqjjr/;;;1.53;4.00;6.90;Genoa;Palermo
1572701499-24595;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Pescara-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/pescara-genoa/WYqE10af/;null;null;3.30;3.30;2.10;Pescara;Genoa
1572701828-26736;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-udinese/OMTeDCGd/;;;2.47;3.25;2.96;Bologna;Udinese
1572701107-22075;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-udinese/YwEqnLa7/;;;2.35;3.20;3.15;Cagliari;Udinese
1572701041-21653;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Genoa-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/genoa-udinese/riYnYwZu/;null;null;1.91;3.40;4.30;Genoa;Udinese
1572701693-25861;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Juventus-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/juventus-chievo/86BC9kXI/;;;1.22;6.77;19.25;Juventus;Chievo
1572701704-25914;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-genoa/8jJEIDiq/;;;2.00;3.30;4.05;Udinese;Genoa
1572701733-26103;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sassuolo-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sassuolo-sampdoria/dnYMAJfb/;;;2.15;3.50;3.25;Sassuolo;Sampdoria
1572701204-22735;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-atalanta/4dRbkCSK/;;;2.20;3.25;3.40;AC Milan;Atalanta
1572701056-21732;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-napoli/O6T7TFmB/;;;5.50;4.00;1.64;Udinese;Napoli
1572701118-22147;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Napoli-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/napoli-sassuolo/bLo63MUs/;;;1.34;5.90;10.50;Napoli;Sassuolo
1572701972-27660;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-ac-milan/bBjvg9on/;;;3.33;3.95;2.05;Cagliari;AC Milan
1572700840-20350;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-sampdoria/ryAjvcrm/;;;2.18;3.30;3.50;Cagliari;Sampdoria
1572701063-21780;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-cagliari/fmDRqyYi/;;;1.95;3.50;4.10;Chievo;Cagliari
1572701693-25851;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Juventus-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/juventus-chievo/86BC9kXI/;;;1.18;6.00;13.00;Juventus;Chievo
1572701747-26200;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-ac-milan/OYZECuQo/;;;2.10;3.60;3.60;Inter;AC Milan
1572700730-19572;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Atalanta-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/atalanta-torino/QTjC8yIL/;;;2.55;3.15;2.85;Atalanta;Torino
1572700982-21266;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-udinese/hlMdVM08/;;;2.65;3.10;2.65;Palermo;Udinese
1572701135-22267;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-torino/lpq36A2J/;;;3.00;3.40;2.45;Sampdoria;Torino
1572701814-26631;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Genoa-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/genoa-chievo/v7iA1zZs/;;;1.58;4.02;5.29;Genoa;Chievo
1572700986-21295;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Juventus-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/juventus-napoli/vqLjwWFq/;;;1.80;3.60;4.80;Juventus;Napoli
1572701976-27661;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AS Roma-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/as-roma-genoa/dAbyZ50U/;;;1.05;15.25;32.25;AS Roma;Genoa
1572701901-27196;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-pescara/f3TwQAHa/;;;1.68;4.10;4.80;Bologna;Pescara
1572701035-21612;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-ac-milan/SvbwEzlO/;null;null;4.70;3.45;1.81;Palermo;AC Milan
1572701676-25732;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Napoli-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/napoli-juventus/pbVWmSC4/;;;2.87;3.20;2.86;Napoli;Juventus
1572700750-19720;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Lazio-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/lazio-pescara/d64iw2u3/;;;1.44;4.40;7.10;Lazio;Pescara
1572701218-22823;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Napoli-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/napoli-torino/EVGYrA5l/;;;1.44;4.50;7.50;Napoli;Torino
1572701946-27489;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Atalanta-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/atalanta-chievo/GEaXVxpj/;;;1.33;5.75;8.00;Atalanta;Chievo
1572701733-26117;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sassuolo-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sassuolo-sampdoria/dnYMAJfb/;;;2.30;3.40;3.00;Sassuolo;Sampdoria
1572701401-23963;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Pescara-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/pescara-fiorentina/td5yaMen/;;;3.55;3.45;2.07;Pescara;Fiorentina
1572701495-24575;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-cagliari/beGA0KE0/;null;null;1.77;3.93;4.94;Sampdoria;Cagliari
1572701968-27615;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Crotone-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/crotone-lazio/dQnalo0H/;;;2.80;3.70;2.35;Crotone;Lazio
1572701159-22433;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-lazio/2FqdEb0c/;;;3.30;3.40;2.20;Sampdoria;Lazio
1572701851-26870;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Pescara-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/pescara-crotone/nwrVdCmD/;;;3.95;3.80;1.87;Pescara;Crotone
1572701019-21488;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-palermo/U9ZKrhhM/;;;1.68;3.50;4.75;Cagliari;Palermo
