start;url;match;href;Bookmakers: 22;Bookmakers: 22;Home;Draw;Away;Home_team;Away_team
1572701083-21922;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Atalanta-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/atalanta-as-roma/pGU3UeY4/;;;3.70;3.70;2.05;Atalanta;AS Roma
1572700900-20730;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Genoa-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/genoa-empoli/fw2ff9Yp/;;;1.85;3.50;5.00;Genoa;Empoli
1572700921-20862;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-pescara/vPdvf0v2/;;;1.97;3.45;4.10;Udinese;Pescara
1572701319-23446;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Fiorentina-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/fiorentina-juventus/MLkUjkpq/;;;5.10;3.25;1.70;Fiorentina;Juventus
1572700847-20394;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Pescara-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/pescara-chievo/M7nsmhRH/;;;2.69;3.28;2.91;Pescara;Chievo
1572700657-19104;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Genoa-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/genoa-cagliari/OrFZAUQh/;;;2.00;3.30;3.60;Genoa;Cagliari
1572701922-27336;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Lazio-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/lazio-inter/IJaXZooO/;;;1.62;4.50;4.60;Lazio;Inter
1572701911-27254;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-as-roma/SU6Kxl15/;;;12.00;6.50;1.17;Chievo;AS Roma
1572701170-22491;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-chievo/GKvx93OH/;;;3.15;3.00;2.56;Palermo;Chievo
1572701611-25329;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Fiorentina-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/fiorentina-cagliari/A7wMZyhf/;;;1.37;4.85;8.25;Fiorentina;Cagliari
1572701191-22634;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AS Roma-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/as-roma-ac-milan/xni8BdpG/;;;1.60;3.60;5.25;AS Roma;AC Milan
1572700808-20126;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-juventus/Gl8bxyDa/;;;12.00;6.50;1.23;Palermo;Juventus
1572701697-25870;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-pescara/8n3DwFT8/;;;1.93;4.10;4.00;Empoli;Pescara
1572700665-19156;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-inter/EX7n8SAB/;;;4.00;3.30;2.05;Chievo;Inter
1572701387-23876;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Napoli-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/napoli-palermo/8dbAKK4t/;;;1.14;9.00;17.00;Napoli;Palermo
1572701807-26587;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-fiorentina/tbbtLOZ2/;;;6.00;4.20;1.45;Palermo;Fiorentina
1572700833-20302;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Fiorentina-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/fiorentina-ac-milan/p0UFpa5J/;;;2.29;3.28;3.60;Fiorentina;AC Milan
1572701775-26388;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sassuolo-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sassuolo-napoli/O21A1FHp/;;;7.30;4.40;1.40;Sassuolo;Napoli
1572700833-20290;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Fiorentina-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/fiorentina-ac-milan/p0UFpa5J/;;;2.17;3.17;3.40;Fiorentina;AC Milan
1572700924-20899;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-lazio/b7xfFAAA/;;;2.10;3.40;3.50;Torino;Lazio
1572701194-22663;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Genoa-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/genoa-fiorentina/z3tn2Zfk/;null;null;2.85;2.70;2.85;Genoa;Fiorentina
1572701229-22886;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-sampdoria/8Ao0UAje/;;;2.15;3.25;3.60;Chievo;Sampdoria
1572701284-23239;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Genoa-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/genoa-as-roma/AycheveB/;;;3.80;3.60;2.00;Genoa;AS Roma
1572700850-20414;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-fiorentina/UDN3ZYdI/;;;2.40;3.20;3.10;Torino;Fiorentina
1572700757-19766;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-empoli/nec4z0PL/;;;1.65;3.65;5.55;Torino;Empoli
1572701291-23284;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-cagliari/jXPRvJAU/;;;1.40;4.99;8.79;AC Milan;Cagliari
1572701097-22011;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-Lazio;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-lazio/vy5Z8r7K/;;;4.84;3.87;1.65;Palermo;Lazio
1572700961-21134;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Napoli-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/napoli-empoli/WIqQH3W8/;;;1.27;5.75;12.00;Napoli;Empoli
1572700939-20981;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-sassuolo/xbybEUPG/;;;2.90;3.00;2.70;Bologna;Sassuolo
1572701295-23301;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-chievo/0ClYk9ak/;;;1.49;4.34;8.38;Inter;Chievo
1572701145-22335;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Fiorentina-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/fiorentina-palermo/bJYx08um/;;;1.33;4.60;8.75;Fiorentina;Palermo
1572701961-27591;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-udinese/hYkrhT0h/;;;1.41;5.18;7.65;Inter;Udinese
1572701145-22350;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Fiorentina-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/fiorentina-palermo/bJYx08um/;;;1.35;5.56;9.55;Fiorentina;Palermo
1572701225-22878;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Genoa-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/genoa-palermo/zuIUqjjr/;;;1.50;4.20;7.50;Genoa;Palermo
1572701100-22045;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Genoa-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/genoa-juventus/jFOvm1p1/;;;5.50;3.60;1.62;Genoa;Juventus
1572701531-24798;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Lazio-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/lazio-udinese/GhvzQea9/;;;1.53;4.33;6.00;Lazio;Udinese
1572701261-23104;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Napoli-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/napoli-sampdoria/2Bgpc0Qb/;;;1.26;6.00;10.50;Napoli;Sampdoria
1572701253-23045;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-sassuolo/ObJ5o3Rn/;;;2.45;3.30;3.00;Cagliari;Sassuolo
1572700830-20266;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Genoa-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/genoa-pescara/xpULOHr0/;;;1.60;3.80;6.00;Genoa;Pescara
1572700836-20314;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Crotone-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/crotone-atalanta/IgxUMeDC/;;;4.50;3.20;1.91;Crotone;Atalanta
1572701740-26151;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-bologna/W4QZ7HvH/;;;2.90;3.30;2.70;Palermo;Bologna
1572701811-26610;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-napoli/SffxM4Kd/;;;2.95;3.60;2.10;Inter;Napoli
1572701665-25678;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-udinese/EXZzmnSA/;;;1.77;3.65;4.70;Torino;Udinese
1572700682-19272;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Lazio-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/lazio-juventus/l6Qrx7Pi/;;;4.23;3.14;2.06;Lazio;Juventus
1572701904-27214;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AS Roma-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/as-roma-juventus/lQSsPUW5/;;;2.40;3.40;3.10;AS Roma;Juventus
1572700734-19597;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AS Roma-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/as-roma-sampdoria/dCsr3Fuq/;;;1.38;5.20;8.00;AS Roma;Sampdoria
1572700754-19754;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Chievo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-chievo/Qod8ZJvS/;;;2.15;3.25;3.80;Udinese;Chievo
1572701298-23307;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Crotone-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/crotone-bologna/OpzTBjM8/;;;2.95;3.00;2.60;Crotone;Bologna
1572701807-26595;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-fiorentina/tbbtLOZ2/;;;6.50;4.20;1.45;Palermo;Fiorentina
1572701972-27643;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-ac-milan/bBjvg9on/;;;3.20;3.87;2.00;Cagliari;AC Milan
1572701569-25058;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-genoa/YLCiKdh7/;;;2.80;3.05;2.75;Empoli;Genoa
1572701135-22281;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-torino/lpq36A2J/;;;2.88;3.42;2.48;Sampdoria;Torino
1572701509-24655;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AS Roma-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/as-roma-torino/CMbCE7ft/;null;null;1.33;4.80;7.75;AS Roma;Torino
1572700790-20005;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Genoa-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/genoa-napoli/CEYp4VqJ/;null;null;4.65;3.75;1.75;Genoa;Napoli
1572700796-20049;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-sassuolo/KON98py5/;null;null;2.40;3.22;3.43;Chievo;Sassuolo
1572701351-23654;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Udinese;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-udinese/vJy048Er/;;;2.77;2.97;2.84;Empoli;Udinese
1572701149-22370;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-crotone/KSZY0lQt/;;;1.30;5.50;10.00;AC Milan;Crotone
1572701572-25072;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Crotone-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/crotone-sassuolo/I9bssKaK/;;;3.05;3.00;2.45;Crotone;Sassuolo
1572701035-21604;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-ac-milan/SvbwEzlO/;null;null;4.90;3.75;1.70;Palermo;AC Milan
1572700743-19670;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-ac-milan/jT3exMf9/;;;3.20;3.20;2.30;Sampdoria;AC Milan
1572701587-25159;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Juventus-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/juventus-ac-milan/SrYQYe70/;;;1.41;4.44;7.50;Juventus;AC Milan
1572700692-19328;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sassuolo-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sassuolo-pescara/hOSLMRP4/;;;1.56;4.05;5.65;Sassuolo;Pescara
1572700986-21284;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Juventus-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/juventus-napoli/vqLjwWFq/;;;1.73;3.60;4.90;Juventus;Napoli
1572701326-23504;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-ac-milan/GvD1eVyS/;;;2.48;3.28;3.04;Torino;AC Milan
1572701489-24527;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Atalanta-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/atalanta-crotone/W8EIbbqD/;null;null;1.26;5.00;12.50;Atalanta;Crotone
1572701825-26710;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-pescara/GdQmFYop/;;;1.55;4.20;5.00;Cagliari;Pescara
1572701291-23269;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-cagliari/jXPRvJAU/;;;1.36;5.00;8.50;AC Milan;Cagliari
1572701825-26702;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-pescara/GdQmFYop/;;;1.45;4.40;5.75;Cagliari;Pescara
1572701676-25730;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Napoli-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/napoli-juventus/pbVWmSC4/;;;2.67;3.25;2.72;Napoli;Juventus
1572701298-23325;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Crotone-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/crotone-bologna/OpzTBjM8/;;;2.95;3.10;2.60;Crotone;Bologna
1572700893-20686;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Lazio-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/lazio-bologna/OlOB2XQ4/;;;1.46;4.20;7.30;Lazio;Bologna
1572701509-24659;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AS Roma-Torino;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/as-roma-torino/CMbCE7ft/;null;null;1.36;5.40;9.00;AS Roma;Torino
1572701201-22709;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-cagliari/UPZ8SlL7/;;;2.10;3.30;3.70;Empoli;Cagliari
1572700696-19345;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-atalanta/vuVXJP9N/;;;2.52;3.36;3.14;Sampdoria;Atalanta
1572701246-22998;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Palermo-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/palermo-pescara/W6BwrUKf/;;;2.42;3.18;3.50;Palermo;Pescara
1572701048-21703;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-juventus/A33YEGYH/;null;null;7.00;3.75;1.56;Chievo;Juventus
1572701939-27431;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Pescara-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/pescara-palermo/Od0TzSVH/;;;1.83;3.90;3.90;Pescara;Palermo
1572700771-19858;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Crotone-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/crotone-palermo/4W7aytAF/;;;2.85;3.15;2.50;Crotone;Palermo
1572701239-22969;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Genoa;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-genoa/AcAsslz1/;;;1.80;3.75;4.50;Torino;Genoa
1572701932-27407;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Empoli-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/empoli-atalanta/bkF3tW1t/;;;2.95;3.23;2.54;Empoli;Atalanta
1572701918-27302;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sassuolo-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sassuolo-cagliari/lv8GwUoa/;;;1.71;3.95;4.35;Sassuolo;Cagliari
1572701726-26073;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-Palermo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-palermo/dCa9veE2/;;;1.24;6.89;13.83;AC Milan;Palermo
1572701890-27126;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-sassuolo/byzVRWnm/;;;1.36;5.92;8.47;Inter;Sassuolo
1572701313-23399;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Napoli-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/napoli-pescara/AsWOCW62/;;;1.15;8.00;18.00;Napoli;Pescara
1572701048-21686;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-juventus/A33YEGYH/;null;null;7.50;3.70;1.55;Chievo;Juventus
1572701032-21580;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Pescara-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/pescara-empoli/2XCDJvKn/;null;null;2.45;3.20;3.30;Pescara;Empoli
1572701608-25313;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Atalanta;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-atalanta/CWZxWgiJ/;;;1.91;3.50;4.33;Inter;Atalanta
1572701139-22292;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Pescara-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/pescara-cagliari/pCIMcIbJ/;;;2.20;3.40;3.20;Pescara;Cagliari
1572700764-19817;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-juventus/4fnrTHHe/;;;4.00;3.30;1.90;Inter;Juventus
1572701177-22546;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-napoli/n719je8j/;;;6.00;4.75;1.45;Cagliari;Napoli
1572700768-19841;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Fiorentina-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/fiorentina-as-roma/MVdwUc2k/;;;2.88;3.40;2.38;Fiorentina;AS Roma
1572701333-23527;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-napoli/Yuy43STl/;;;3.40;3.55;2.10;AC Milan;Napoli
1572700796-20032;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Chievo-Sassuolo;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/chievo-sassuolo/KON98py5/;null;null;2.30;3.10;3.40;Chievo;Sassuolo
1572700932-20947;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Crotone-Napoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/crotone-napoli/48qoHWub/;;;8.75;5.00;1.36;Crotone;Napoli
1572701915-27290;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Sampdoria;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-sampdoria/xn9xoCgP/;;;2.00;3.40;3.75;Udinese;Sampdoria
1572701471-24419;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Crotone-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/crotone-as-roma/C41gy4ok/;;;8.00;4.90;1.38;Crotone;AS Roma
1572701153-22375;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Udinese-Bologna;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/udinese-bologna/QVPgdQvC/;;;2.01;3.30;4.05;Udinese;Bologna
1572700757-19761;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Empoli;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-empoli/nec4z0PL/;;;1.63;3.62;5.60;Torino;Empoli
1572701901-27190;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Pescara;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-pescara/f3TwQAHa/;;;1.70;3.80;5.00;Bologna;Pescara
1572701779-26398;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-crotone/ILOs6e9T/;;;1.91;3.45;4.40;Sampdoria;Crotone
1572701167-22483;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Torino-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/torino-juventus/2HzY9q9B/;;;4.62;3.57;1.91;Torino;Juventus
1572701943-27476;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Bologna-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/bologna-juventus/6yfnimGb/;;;5.37;4.04;1.66;Bologna;Juventus
1572701478-24446;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Lazio-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/lazio-ac-milan/je0czO0e/;;;1.62;4.05;5.40;Lazio;AC Milan
1572701779-26406;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Sampdoria-Crotone;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/sampdoria-crotone/ILOs6e9T/;;;1.88;3.40;4.25;Sampdoria;Crotone
1572701765-26305;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Fiorentina-Inter;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/fiorentina-inter/EmvMJEwT/;;;2.65;3.60;2.54;Fiorentina;Inter
1572700935-20973;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Cagliari-Fiorentina;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/cagliari-fiorentina/GrmkGje4/;;;3.40;3.30;2.25;Cagliari;Fiorentina
1572700764-19808;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Inter-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/inter-juventus/4fnrTHHe/;;;5.00;3.40;1.80;Inter;Juventus
1572701319-23441;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Fiorentina-Juventus;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/fiorentina-juventus/MLkUjkpq/;;;5.50;3.45;1.75;Fiorentina;Juventus
1572701139-22289;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Pescara-Cagliari;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/pescara-cagliari/pCIMcIbJ/;;;2.10;3.20;3.25;Pescara;Cagliari
1572701478-24458;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;Lazio-AC Milan;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/lazio-ac-milan/je0czO0e/;;;1.65;3.90;5.25;Lazio;AC Milan
1572701869-26984;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/results/;AC Milan-AS Roma;https://www.betexplorer.com/soccer/italy/serie-a-2016-2017/ac-milan-as-roma/QNgMbYI0/;;;3.20;3.75;2.20;AC Milan;AS Roma
